,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+
1449,Thomas Lemar,MF,Atletico Madrid,es La Liga,15.2,1,23.0,1.3,81.6,2.0,61.0,21.0,68.0,36.0,19.0,26.0,12.0,45.0,985.0,32.0,41.0,106.0,40.0,5.0,7.0,174.0
1450,Mario Lemina,MF,Fulham,eng Premier League,18.9,1,18.0,0.9,85.3,0.8,60.0,15.0,56.0,25.0,36.0,28.0,43.0,104.0,1099.0,11.0,28.0,85.0,18.0,1.0,19.0,141.0
1451,Fabien Lemoine,MF,Lorient,fr Ligue 1,21.5,1,17.0,1.0,86.3,1.1,92.0,11.0,99.0,26.0,44.0,27.0,30.0,103.0,1681.0,21.0,7.0,77.0,21.0,3.0,30.0,176.0
1452,Clement Lenglet,DF,Barcelona,es La Liga,27.5,1,11.0,1.4,92.8,0.9,215.0,17.0,134.0,26.0,25.0,39.0,35.0,76.0,2506.0,17.0,11.0,197.0,53.0,1.0,65.0,331.0
1453,Bernd Leno,GK,Arsenal,eng Premier League,34.8,0,0.0,0.0,79.8,0.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1228.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1454,Christopher Lenz,DF,Union Berlin,de Bundesliga,25.0,0,16.0,0.9,72.8,2.0,72.0,30.0,108.0,47.0,40.0,50.0,33.0,110.0,1601.0,19.0,13.0,114.0,30.0,6.0,40.0,222.0
1455,Pedro Leon,"MF,FW",Eibar,es La Liga,10.4,1,20.0,1.3,58.6,2.3,11.0,17.0,19.0,26.0,7.0,18.0,5.0,15.0,482.0,18.0,14.0,37.0,12.0,3.0,19.0,56.0
1456,Sergio Leon,FW,Levante,es La Liga,8.3,2,19.0,2.3,70.8,0.3,6.0,3.0,9.0,17.0,3.0,5.0,4.0,11.0,239.0,36.0,8.0,12.0,6.0,3.0,11.0,21.0
1457,Lukas Lerager,MF,Genoa,it Serie A,12.9,0,5.0,0.5,82.7,0.4,39.0,4.0,38.0,18.0,20.0,20.0,13.0,40.0,620.0,11.0,10.0,25.0,10.0,1.0,10.0,63.0
1458,Mehdi Leris,"DF,MF",Sampdoria,it Serie A,4.3,0,2.0,0.1,78.0,0.3,9.0,5.0,14.0,13.0,9.0,19.0,12.0,26.0,313.0,16.0,5.0,32.0,12.0,5.0,9.0,46.0
1459,Khanya Leshabela,MF,Leicester City,eng Premier League,0.1,0,0.0,0.0,77.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
1460,Karlo Letica,GK,Sampdoria,it Serie A,1.0,0,0.0,0.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,Gaetano Letizia,DF,Benevento,it Serie A,17.4,3,13.0,0.4,75.5,1.4,40.0,32.0,53.0,37.0,27.0,38.0,22.0,62.0,1049.0,17.0,10.0,82.0,31.0,2.0,12.0,135.0
1462,Robert Lewandowski,FW,Bayern Munich,de Bundesliga,27.3,41,130.0,24.7,76.5,3.6,34.0,26.0,52.0,74.0,13.0,9.0,7.0,25.0,1050.0,236.0,25.0,96.0,29.0,24.0,54.0,148.0
1463,Jamal Lewis,DF,Newcastle Utd,eng Premier League,20.4,0,3.0,0.2,76.2,1.6,34.0,16.0,31.0,29.0,26.0,35.0,20.0,70.0,1010.0,9.0,14.0,43.0,18.0,1.0,14.0,74.0
1464,Aaron Leya Iseka,FW,Metz,fr Ligue 1,11.2,4,18.0,2.4,75.9,0.7,10.0,3.0,9.0,21.0,5.0,6.0,2.0,11.0,319.0,35.0,14.0,30.0,12.0,10.0,27.0,39.0
1465,Yanis Lhery,"MF,FW",Saint-Etienne,fr Ligue 1,0.3,0,1.0,0.1,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0
1466,Dimitri Lienard,MF,Strasbourg,fr Ligue 1,20.3,2,28.0,1.1,73.9,3.9,99.0,33.0,92.0,73.0,31.0,33.0,28.0,78.0,1348.0,19.0,15.0,104.0,39.0,1.0,15.0,196.0
1467,Philipp Lienhart,DF,Freiburg,de Bundesliga,33.3,4,10.0,2.1,85.7,0.3,76.0,1.0,75.0,13.0,15.0,54.0,44.0,72.0,2197.0,17.0,6.0,52.0,7.0,1.0,68.0,127.0
1468,Matthijs de Ligt,DF,Juventus,it Serie A,24.7,1,19.0,1.1,93.2,0.6,98.0,7.0,69.0,25.0,19.0,38.0,28.0,61.0,1923.0,30.0,5.0,80.0,15.0,0.0,65.0,149.0
1469,Isaac Lihadji,"MF,DF",Lille,fr Ligue 1,2.2,0,4.0,0.6,69.4,0.8,9.0,1.0,10.0,11.0,6.0,6.0,0.0,9.0,147.0,10.0,10.0,20.0,5.0,5.0,4.0,30.0
1470,Dimitris Limnios,"MF,FW",Koln,de Bundesliga,4.2,0,6.0,0.6,63.4,0.5,2.0,4.0,8.0,5.0,5.0,6.0,1.0,9.0,188.0,13.0,6.0,19.0,8.0,3.0,3.0,27.0
1471,Victor Lindelof,DF,Manchester Utd,eng Premier League,28.7,1,4.0,0.7,91.1,0.7,99.0,6.0,92.0,9.0,16.0,40.0,32.0,58.0,2036.0,10.0,2.0,113.0,24.0,0.0,69.0,205.0
1472,Karol Linetty,MF,Torino,it Serie A,20.4,1,7.0,0.8,82.7,1.3,46.0,9.0,54.0,36.0,30.0,22.0,16.0,66.0,939.0,35.0,15.0,75.0,20.0,6.0,8.0,129.0
1473,Jesse Lingard,"MF,FW",West Ham,eng Premier League,15.8,9,40.0,3.4,81.3,1.5,58.0,26.0,65.0,61.0,10.0,7.0,7.0,22.0,850.0,51.0,21.0,120.0,49.0,16.0,0.0,185.0
1474,Pol Lirola,"DF,FW",Fiorentina,it Serie A,5.5,0,2.0,0.3,71.7,0.5,16.0,4.0,23.0,10.0,5.0,14.0,5.0,14.0,352.0,13.0,8.0,40.0,16.0,7.0,4.0,63.0
1475,Pol Lirola,DF,Marseille,fr Ligue 1,17.3,2,10.0,1.6,77.3,2.0,38.0,17.0,52.0,33.0,15.0,30.0,31.0,62.0,1030.0,47.0,34.0,111.0,35.0,11.0,18.0,163.0
1476,Jake Livermore,MF,West Brom,eng Premier League,13.8,0,5.0,0.2,74.3,0.2,29.0,2.0,25.0,8.0,19.0,33.0,19.0,48.0,523.0,8.0,2.0,15.0,4.0,0.0,18.0,40.0
1477,Diego Llorente,DF,Leeds United,eng Premier League,13.4,1,8.0,0.7,85.4,0.6,28.0,1.0,23.0,6.0,27.0,25.0,41.0,80.0,839.0,9.0,5.0,32.0,2.0,0.0,40.0,55.0
1478,Diego Llorente,DF,Real Sociedad,es La Liga,1.0,0,0.0,0.0,88.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0.0,5.0,0.0,0.0,2.0,6.0
1479,Fernando Llorente,FW,Udinese,it Serie A,7.9,1,11.0,1.4,73.3,0.4,9.0,0.0,7.0,15.0,2.0,2.0,4.0,8.0,310.0,32.0,3.0,5.0,1.0,0.0,47.0,12.0
1480,Fernando Llorente,"FW,MF",Napoli,it Serie A,0.6,0,2.0,0.1,57.1,0.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,12.0,1.0,1.0,0.0,0.0,3.0,1.0
1481,Marcos Llorente,"MF,DF",Atletico Madrid,es La Liga,32.8,12,49.0,4.3,82.5,5.2,81.0,38.0,99.0,75.0,44.0,63.0,31.0,104.0,1733.0,111.0,38.0,157.0,54.0,22.0,25.0,256.0
1482,Hugo Lloris,GK,Tottenham,eng Premier League,38.0,0,0.0,0.0,71.5,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1483,Giovani Lo Celso,MF,Tottenham,eng Premier League,10.5,1,15.0,1.2,78.9,1.3,44.0,11.0,58.0,30.0,23.0,11.0,8.0,41.0,714.0,25.0,14.0,58.0,23.0,6.0,11.0,116.0
1484,Stanislav Lobotka,MF,Napoli,it Serie A,1.7,0,0.0,0.0,89.8,0.0,7.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,135.0,1.0,2.0,7.0,3.0,0.0,2.0,16.0
1485,Manuel Locatelli,MF,Sassuolo,it Serie A,32.0,4,41.0,2.7,87.5,3.5,289.0,38.0,266.0,86.0,52.0,57.0,43.0,130.0,3167.0,60.0,24.0,189.0,51.0,9.0,53.0,455.0
1486,Renan Lodi,DF,Atletico Madrid,es La Liga,12.5,1,12.0,0.7,78.0,1.1,23.0,15.0,38.0,28.0,16.0,27.0,23.0,55.0,921.0,40.0,24.0,76.0,25.0,7.0,10.0,114.0
1487,Ruben Loftus-Cheek,FW,Chelsea,eng Premier League,0.7,0,0.0,0.0,68.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
1488,Ruben Loftus-Cheek,"MF,FW",Fulham,eng Premier League,21.2,1,37.0,3.1,83.1,1.4,62.0,12.0,71.0,52.0,22.0,24.0,23.0,55.0,1013.0,75.0,47.0,109.0,38.0,13.0,43.0,180.0
1489,Niklas Lomb,GK,Leverkusen,de Bundesliga,1.5,0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,Kevin Long,DF,Burnley,eng Premier League,7.1,0,2.0,0.3,71.0,0.0,9.0,2.0,15.0,0.0,8.0,9.0,4.0,18.0,315.0,7.0,0.0,1.0,0.0,0.0,22.0,16.0
1491,Shane Long,"FW,MF",Southampton,eng Premier League,2.3,0,2.0,0.0,64.4,0.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,88.0,7.0,3.0,3.0,0.0,0.0,15.0,7.0
1492,Matthew Longstaff,MF,Newcastle Utd,eng Premier League,4.2,0,0.0,0.0,79.1,0.1,4.0,1.0,3.0,2.0,3.0,9.0,6.0,10.0,176.0,1.0,1.0,1.0,2.0,0.0,6.0,4.0
1493,Sean Longstaff,MF,Newcastle Utd,eng Premier League,15.7,0,15.0,1.4,79.0,1.1,41.0,2.0,40.0,21.0,21.0,29.0,19.0,55.0,719.0,21.0,4.0,23.0,6.0,1.0,12.0,63.0
1494,Ademola Lookman,"FW,MF",Fulham,eng Premier League,30.5,4,68.0,4.8,75.3,5.2,46.0,42.0,105.0,115.0,30.0,42.0,25.0,64.0,1593.0,144.0,82.0,220.0,63.0,41.0,7.0,325.0
1495,Anthony Lopes,GK,Lyon,fr Ligue 1,38.0,0,0.0,0.0,82.6,0.0,12.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1265.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0
1496,Rony Lopes,"FW,MF",Nice,fr Ligue 1,19.8,3,41.0,3.2,76.1,3.4,32.0,21.0,49.0,62.0,18.0,14.0,15.0,37.0,990.0,72.0,33.0,133.0,38.0,16.0,8.0,182.0
1497,Pedro Lopez Munoz,DF,Huesca,es La Liga,11.9,0,3.0,0.1,81.8,0.8,37.0,13.0,46.0,16.0,22.0,26.0,10.0,40.0,785.0,6.0,8.0,44.0,20.0,0.0,17.0,90.0
1498,Adrian Lopez,"FW,MF",Osasuna,es La Liga,5.3,1,10.0,1.3,72.8,0.8,10.0,6.0,17.0,15.0,4.0,4.0,1.0,7.0,259.0,29.0,11.0,25.0,5.0,4.0,16.0,42.0
1499,Javi Lopez,"DF,MF",Alaves,es La Liga,2.8,0,1.0,0.1,77.4,0.1,4.0,4.0,7.0,3.0,5.0,4.0,6.0,12.0,183.0,3.0,4.0,20.0,5.0,2.0,3.0,27.0
1500,Maxime Lopez,MF,Sassuolo,it Serie A,20.7,2,11.0,1.6,92.4,1.0,143.0,28.0,107.0,56.0,19.0,15.0,23.0,51.0,1845.0,20.0,16.0,130.0,46.0,3.0,4.0,237.0
1501,Maxime Lopez,"FW,MF",Marseille,fr Ligue 1,1.5,0,0.0,0.0,80.7,0.2,7.0,1.0,5.0,4.0,0.0,0.0,1.0,2.0,68.0,3.0,1.0,9.0,2.0,1.0,1.0,14.0
1502,Pau Lopez,GK,Roma,it Serie A,20.2,0,0.0,0.0,80.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1503,Roberto Lopez,"MF,FW",Real Sociedad,es La Liga,5.6,3,14.0,1.0,75.9,1.7,22.0,6.0,22.0,19.0,2.0,5.0,3.0,7.0,301.0,11.0,3.0,19.0,4.0,1.0,7.0,41.0
1504,Unai Lopez,MF,Athletic Club,es La Liga,15.8,3,25.0,1.2,84.0,1.2,100.0,17.0,73.0,42.0,22.0,26.0,11.0,42.0,1151.0,13.0,17.0,67.0,28.0,4.0,8.0,140.0
1505,Dion Lopy,MF,Reims,fr Ligue 1,2.8,0,3.0,0.2,87.2,0.1,6.0,3.0,7.0,6.0,1.0,0.0,4.0,6.0,128.0,2.0,6.0,9.0,3.0,1.0,2.0,16.0
1506,Jordan Lotomba,DF,Nice,fr Ligue 1,23.6,1,7.0,0.4,82.0,1.6,64.0,13.0,74.0,29.0,19.0,45.0,18.0,56.0,1682.0,33.0,28.0,146.0,47.0,7.0,23.0,220.0
1507,Adrien Louveau,"DF,MF",Lens,fr Ligue 1,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,Imran Louza,MF,Nantes,fr Ligue 1,26.4,7,31.0,2.1,78.5,2.2,118.0,12.0,101.0,50.0,34.0,40.0,46.0,97.0,1605.0,31.0,20.0,95.0,31.0,6.0,24.0,196.0
1509,Matteo Lovato,DF,Hellas Verona,it Serie A,15.4,0,1.0,0.1,81.2,0.1,34.0,2.0,28.0,9.0,18.0,27.0,19.0,46.0,792.0,5.0,3.0,33.0,9.0,0.0,56.0,61.0
1510,Max Lowe,DF,Sheffield Utd,eng Premier League,6.1,0,2.0,0.1,65.0,0.2,14.0,5.0,16.0,7.0,14.0,21.0,3.0,26.0,288.0,11.0,7.0,20.0,2.0,3.0,5.0,36.0
1511,Eduard Lowen,"MF,DF",Hertha BSC,de Bundesliga,0.9,0,1.0,0.0,74.3,0.0,3.0,2.0,3.0,1.0,4.0,0.0,1.0,6.0,82.0,3.0,1.0,8.0,2.0,0.0,0.0,11.0
1512,Matthew Lowton,DF,Burnley,eng Premier League,34.0,1,21.0,0.7,68.8,2.3,120.0,43.0,131.0,49.0,36.0,66.0,55.0,122.0,1856.0,22.0,24.0,108.0,48.0,4.0,38.0,239.0
1513,Anthony Lozano,"FW,MF",Cadiz,es La Liga,16.9,3,36.0,5.4,61.2,1.0,28.0,10.0,23.0,32.0,10.0,11.0,3.0,14.0,495.0,69.0,23.0,50.0,18.0,6.0,57.0,73.0
1514,Hirving Lozano,FW,Napoli,it Serie A,21.8,11,59.0,7.9,72.4,4.6,18.0,28.0,39.0,84.0,20.0,55.0,18.0,52.0,962.0,150.0,28.0,197.0,31.0,55.0,15.0,236.0
1515,Jan Luca Schuler,FW,Schalke 04,de Bundesliga,0.4,0,1.0,0.1,53.8,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1516,Jean Lucas,MF,Lyon,fr Ligue 1,1.9,0,5.0,0.1,85.4,0.0,10.0,1.0,12.0,6.0,4.0,2.0,3.0,9.0,157.0,3.0,8.0,13.0,6.0,2.0,1.0,25.0
1517,Jean Lucas,MF,Brest,fr Ligue 1,11.2,0,20.0,1.1,88.9,1.1,39.0,6.0,42.0,24.0,14.0,4.0,17.0,42.0,780.0,12.0,20.0,66.0,24.0,3.0,10.0,108.0
1518,Anderson Lucoqui,DF,Arminia,de Bundesliga,17.8,0,8.0,0.1,68.1,0.1,36.0,6.0,49.0,16.0,24.0,65.0,16.0,66.0,992.0,3.0,13.0,36.0,19.0,0.0,31.0,85.0
1519,Jeison Lucumi,FW,Elche,es La Liga,0.5,0,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1520,Kilian Ludewig,DF,Schalke 04,de Bundesliga,5.8,0,0.0,0.0,74.8,0.3,10.0,8.0,24.0,9.0,5.0,12.0,4.0,18.0,355.0,7.0,6.0,19.0,8.0,1.0,5.0,43.0
1521,Jose Luis Gaya,DF,Valencia,es La Liga,31.6,1,22.0,1.9,78.2,4.7,66.0,38.0,100.0,64.0,35.0,37.0,35.0,94.0,1808.0,51.0,32.0,157.0,50.0,5.0,28.0,257.0
1522,Jose Luis Morales,"FW,MF",Levante,es La Liga,27.1,13,57.0,7.6,68.8,3.6,38.0,29.0,53.0,62.0,13.0,30.0,11.0,31.0,1024.0,137.0,35.0,112.0,39.0,34.0,12.0,165.0
1523,Jose Luis Palomino,DF,Atalanta,it Serie A,27.0,1,4.0,0.4,84.0,0.9,88.0,3.0,87.0,15.0,43.0,49.0,73.0,143.0,1796.0,18.0,1.0,72.0,10.0,3.0,87.0,159.0
1524,Florentino Luis,MF,Monaco,fr Ligue 1,2.7,0,1.0,0.1,85.7,0.2,19.0,4.0,11.0,4.0,8.0,3.0,3.0,17.0,191.0,1.0,2.0,7.0,1.0,0.0,2.0,18.0
1525,Luisinho,DF,Huesca,es La Liga,2.0,0,1.0,0.0,84.0,0.0,5.0,1.0,8.0,2.0,0.0,4.0,1.0,5.0,142.0,1.0,1.0,8.0,2.0,0.0,2.0,16.0
1526,Luismi,"MF,DF",Elche,es La Liga,1.9,0,0.0,0.0,86.2,0.0,8.0,0.0,4.0,1.0,4.0,1.0,3.0,8.0,125.0,1.0,1.0,3.0,2.0,0.0,1.0,7.0
1527,David Luiz,DF,Arsenal,eng Premier League,15.5,1,15.0,0.9,83.6,0.4,66.0,8.0,61.0,10.0,9.0,23.0,12.0,27.0,1100.0,19.0,2.0,80.0,19.0,2.0,30.0,141.0
1528,Douglas Luiz,MF,Aston Villa,eng Premier League,30.9,0,26.0,1.5,84.8,1.5,127.0,15.0,106.0,46.0,43.0,60.0,33.0,96.0,1702.0,22.0,24.0,111.0,35.0,2.0,40.0,217.0
1529,Romelu Lukaku,FW,Inter,it Serie A,32.0,24,89.0,18.1,72.5,7.8,35.0,39.0,69.0,114.0,5.0,19.0,3.0,14.0,1172.0,239.0,38.0,120.0,46.0,42.0,37.0,189.0
1530,Dodi Lukebakio,"FW,MF",Hertha BSC,de Bundesliga,20.6,5,41.0,5.3,75.0,2.5,23.0,13.0,34.0,43.0,14.0,19.0,9.0,35.0,786.0,81.0,40.0,75.0,27.0,22.0,27.0,109.0
1531,Sasa Lukic,MF,Torino,it Serie A,23.4,3,19.0,2.0,80.3,1.6,47.0,18.0,57.0,55.0,28.0,40.0,15.0,54.0,1040.0,45.0,23.0,108.0,51.0,8.0,26.0,165.0
1532,Senad Lulic,"DF,MF",Lazio,it Serie A,8.0,0,6.0,0.4,72.6,0.8,15.0,8.0,23.0,12.0,10.0,13.0,8.0,27.0,427.0,25.0,10.0,35.0,17.0,4.0,11.0,58.0
1533,John Lundstram,MF,Sheffield Utd,eng Premier League,22.6,0,19.0,1.3,81.0,1.2,59.0,12.0,59.0,37.0,12.0,39.0,21.0,47.0,1244.0,33.0,16.0,74.0,33.0,2.0,18.0,133.0
1534,Sebastiano Luperto,DF,Crotone,it Serie A,20.9,0,5.0,0.7,82.6,0.4,55.0,1.0,65.0,12.0,19.0,31.0,18.0,51.0,1154.0,11.0,5.0,41.0,8.0,0.0,28.0,106.0
1535,Andreas Luthe,GK,Union Berlin,de Bundesliga,30.8,0,0.0,0.0,71.6,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,Lyanco,DF,Torino,it Serie A,21.8,0,12.0,0.8,86.4,0.3,64.0,5.0,64.0,13.0,11.0,48.0,50.0,72.0,1468.0,16.0,18.0,63.0,20.0,1.0,43.0,127.0
1537,Charalambos Lykogiannis,DF,Cagliari,it Serie A,26.9,4,28.0,1.9,68.8,1.6,65.0,16.0,81.0,28.0,15.0,68.0,29.0,63.0,1502.0,28.0,14.0,85.0,31.0,4.0,60.0,166.0
1538,Yann M'Vila,"MF,FW",Saint-Etienne,fr Ligue 1,0.2,0,0.0,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,Alexis Mac Allister,"MF,FW",Brighton,eng Premier League,12.4,1,26.0,1.1,79.4,2.4,24.0,17.0,36.0,30.0,18.0,20.0,11.0,36.0,554.0,38.0,15.0,42.0,15.0,2.0,10.0,78.0
1540,Darwin Machis,"FW,MF",Granada,es La Liga,22.5,4,46.0,4.0,61.8,4.2,29.0,16.0,32.0,57.0,19.0,27.0,39.0,68.0,859.0,64.0,51.0,121.0,35.0,26.0,13.0,153.0
1541,Tim Maciejewski,MF,Union Berlin,de Bundesliga,0.1,0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1542,Luca Mack,MF,Stuttgart,de Bundesliga,0.1,0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1543,Yvann Macon,DF,Saint-Etienne,fr Ligue 1,6.0,1,2.0,0.0,75.3,0.1,12.0,3.0,16.0,5.0,19.0,12.0,2.0,32.0,397.0,3.0,13.0,29.0,13.0,1.0,10.0,45.0
1544,James Maddison,"MF,FW",Leicester City,eng Premier League,23.3,8,74.0,4.4,77.3,5.3,86.0,35.0,101.0,105.0,27.0,13.0,10.0,47.0,1407.0,69.0,32.0,148.0,41.0,14.0,3.0,249.0
1545,Mikail Maden,FW,Schalke 04,de Bundesliga,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,Pablo Maffeo,DF,Huesca,es La Liga,21.8,1,11.0,0.7,69.6,2.0,51.0,27.0,68.0,45.0,22.0,36.0,32.0,62.0,1298.0,27.0,26.0,116.0,36.0,12.0,35.0,184.0
1547,Lisandro Magallan,DF,Crotone,it Serie A,24.2,1,9.0,1.1,83.4,0.5,67.0,4.0,69.0,17.0,41.0,40.0,36.0,103.0,1350.0,14.0,4.0,43.0,7.0,0.0,46.0,112.0
1548,Christian Maggio,DF,Benevento,it Serie A,3.3,0,2.0,0.1,76.4,0.0,4.0,0.0,8.0,1.0,5.0,8.0,2.0,11.0,179.0,5.0,1.0,5.0,3.0,0.0,5.0,13.0
1549,Giulio Maggiore,MF,Spezia,it Serie A,24.6,3,39.0,5.1,70.1,2.3,56.0,18.0,70.0,36.0,48.0,37.0,27.0,99.0,1132.0,76.0,17.0,102.0,34.0,9.0,33.0,172.0
1550,Francesco Magnanelli,MF,Sassuolo,it Serie A,4.9,0,2.0,0.1,85.1,0.3,35.0,2.0,28.0,4.0,8.0,10.0,5.0,15.0,466.0,0.0,1.0,15.0,2.0,0.0,3.0,43.0
1551,Giangiacomo Magnani,DF,Hellas Verona,it Serie A,16.8,0,13.0,0.7,79.8,0.0,25.0,3.0,30.0,8.0,12.0,35.0,48.0,74.0,837.0,12.0,3.0,23.0,5.0,1.0,87.0,53.0
1552,Hugo Magnetti,MF,Brest,fr Ligue 1,6.7,0,9.0,0.3,84.5,0.4,28.0,0.0,23.0,11.0,16.0,6.0,13.0,45.0,426.0,3.0,6.0,30.0,7.0,1.0,6.0,53.0
1553,Harry Maguire,DF,Manchester Utd,eng Premier League,33.9,2,36.0,2.1,89.0,0.3,194.0,8.0,104.0,31.0,18.0,45.0,61.0,91.0,2500.0,51.0,6.0,200.0,57.0,3.0,145.0,304.0
1554,Abdallahi Mahmoud,MF,Alaves,es La Liga,0.7,0,0.0,0.0,72.2,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,24.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
1555,Hicham Mahou,DF,Nice,fr Ligue 1,0.4,0,0.0,0.0,66.7,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,25.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0
1556,Riyad Mahrez,FW,Manchester City,eng Premier League,21.7,9,58.0,5.6,84.2,5.9,35.0,52.0,88.0,84.0,15.0,24.0,6.0,26.0,1332.0,156.0,36.0,202.0,45.0,48.0,15.0,290.0
1557,Arne Maier,MF,Arminia,de Bundesliga,11.5,0,11.0,0.4,73.0,1.4,21.0,10.0,29.0,23.0,14.0,20.0,9.0,28.0,510.0,15.0,10.0,37.0,19.0,3.0,5.0,66.0
1558,Arne Maier,MF,Hertha BSC,de Bundesliga,0.3,0,0.0,0.0,95.2,0.2,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0
1559,Habib Maiga,MF,Metz,fr Ligue 1,29.9,1,25.0,2.0,83.1,2.1,122.0,9.0,123.0,69.0,56.0,51.0,41.0,128.0,1772.0,33.0,30.0,127.0,38.0,5.0,42.0,250.0
1560,Mike Maignan,GK,Lille,fr Ligue 1,38.0,0,0.0,0.0,72.6,0.2,11.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1142.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0
1561,Ainsley Maitland-Niles,DF,Arsenal,eng Premier League,5.4,0,2.0,0.1,78.5,0.2,15.0,3.0,14.0,11.0,11.0,13.0,13.0,30.0,356.0,8.0,6.0,18.0,5.0,3.0,5.0,32.0
1562,Ainsley Maitland-Niles,MF,West Brom,eng Premier League,13.7,0,10.0,0.7,76.4,0.7,18.0,8.0,34.0,18.0,14.0,19.0,25.0,45.0,574.0,35.0,18.0,40.0,16.0,8.0,8.0,74.0
1563,Josh Maja,"FW,MF",Fulham,eng Premier League,9.0,3,20.0,4.0,87.7,1.1,4.0,4.0,7.0,18.0,6.0,5.0,4.0,11.0,264.0,38.0,14.0,13.0,5.0,1.0,9.0,20.0
1564,Josh Maja,FW,Bordeaux,fr Ligue 1,8.9,2,19.0,3.1,88.2,0.6,8.0,3.0,6.0,15.0,2.0,5.0,5.0,12.0,280.0,30.0,6.0,15.0,3.0,6.0,12.0,21.0
1565,Radosaw Majecki,GK,Monaco,fr Ligue 1,1.0,0,0.0,0.0,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,Abdul Majeed Waris,"FW,MF",Strasbourg,fr Ligue 1,6.1,1,9.0,0.9,75.7,0.0,4.0,1.0,5.0,6.0,1.0,5.0,3.0,4.0,219.0,23.0,8.0,34.0,15.0,6.0,2.0,39.0
1567,Marco Majouga,"FW,MF",Nimes,fr Ligue 1,1.2,0,5.0,0.2,69.7,0.3,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,46.0,6.0,2.0,11.0,4.0,2.0,3.0,11.0
1568,Jean-Victor Makengo,MF,Udinese,it Serie A,5.8,0,4.0,0.1,80.5,0.0,18.0,2.0,23.0,5.0,7.0,5.0,3.0,12.0,270.0,10.0,6.0,30.0,12.0,3.0,8.0,53.0
