,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+
1569,Nemanja Maksimovic,MF,Getafe,es La Liga,30.3,1,16.0,1.8,76.9,1.1,45.0,18.0,53.0,40.0,35.0,62.0,46.0,102.0,1043.0,39.0,13.0,71.0,21.0,2.0,56.0,124.0
1570,Nikola Maksimovic,DF,Napoli,it Serie A,13.4,0,5.0,0.4,93.8,0.1,37.0,0.0,42.0,8.0,6.0,18.0,16.0,37.0,1080.0,12.0,4.0,42.0,4.0,1.0,37.0,84.0
1571,Adilson Malanda,MF,Nimes,fr Ligue 1,0.2,0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1572,Filip Malbasic,"FW,MF",Cadiz,es La Liga,9.6,0,9.0,0.6,55.2,0.0,9.0,4.0,14.0,8.0,8.0,15.0,4.0,18.0,283.0,27.0,5.0,35.0,9.0,9.0,9.0,49.0
1573,Kevin Malcuit,DF,Fiorentina,it Serie A,2.3,0,2.0,0.1,70.3,0.1,5.0,1.0,6.0,3.0,2.0,7.0,2.0,6.0,124.0,5.0,5.0,15.0,4.0,2.0,2.0,21.0
1574,Kevin Malcuit,"MF,FW",Napoli,it Serie A,0.4,0,0.0,0.0,87.5,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,31.0,0.0,1.0,5.0,0.0,0.0,1.0,8.0
1575,Daniel Maldini,"FW,MF",Milan,it Serie A,0.3,0,1.0,0.1,88.2,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0
1576,Ruslan Malinovskyi,"FW,MF",Atalanta,it Serie A,20.8,8,69.0,5.7,74.6,9.7,87.0,56.0,154.0,126.0,17.0,19.0,3.0,26.0,1443.0,83.0,53.0,194.0,61.0,20.0,29.0,348.0
1577,Yunus Mall,MF,Wolfsburg,de Bundesliga,0.6,0,0.0,0.0,84.6,0.1,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
1578,Hugo Mallo,DF,Celta Vigo,es La Liga,28.9,3,20.0,1.5,76.9,2.3,79.0,27.0,128.0,37.0,37.0,72.0,29.0,101.0,2096.0,35.0,18.0,107.0,34.0,4.0,62.0,235.0
1579,Mickael Malsa,MF,Levante,es La Liga,26.0,1,25.0,1.6,85.8,0.4,107.0,9.0,111.0,29.0,36.0,42.0,51.0,115.0,1635.0,15.0,20.0,104.0,21.0,2.0,22.0,215.0
1580,Dennis Man,"FW,MF",Parma,it Serie A,7.8,2,19.0,2.1,84.3,0.3,20.0,9.0,28.0,16.0,4.0,7.0,6.0,17.0,348.0,32.0,13.0,41.0,16.0,4.0,9.0,69.0
1581,Hianga Mananga Mbock,MF,Brest,fr Ligue 1,5.1,0,4.0,0.2,91.4,0.0,19.0,1.0,9.0,4.0,4.0,7.0,1.0,7.0,265.0,2.0,7.0,17.0,5.0,0.0,7.0,26.0
1582,Vincent Manceau,DF,Angers,fr Ligue 1,25.7,0,7.0,0.1,80.8,1.2,73.0,25.0,117.0,28.0,24.0,47.0,36.0,81.0,1802.0,7.0,8.0,95.0,33.0,1.0,13.0,212.0
1583,Gianluca Mancini,DF,Roma,it Serie A,31.7,4,29.0,2.5,88.1,0.9,146.0,13.0,129.0,29.0,40.0,53.0,71.0,137.0,2292.0,37.0,12.0,154.0,38.0,2.0,62.0,283.0
1584,Steve Mandanda,GK,Marseille,fr Ligue 1,37.0,0,0.0,0.0,71.1,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1401.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
1585,Reinildo Mandava,DF,Lille,fr Ligue 1,24.2,0,4.0,0.2,80.5,1.3,84.0,27.0,103.0,34.0,52.0,54.0,55.0,134.0,1843.0,15.0,24.0,113.0,41.0,4.0,51.0,216.0
1586,Aissa Mandi,DF,Betis,es La Liga,26.6,3,9.0,2.3,92.1,0.1,48.0,2.0,55.0,8.0,20.0,34.0,33.0,63.0,1719.0,23.0,2.0,52.0,4.0,0.0,56.0,107.0
1587,Rolando Mandragora,MF,Udinese,it Serie A,4.4,0,9.0,0.8,79.4,0.2,10.0,6.0,18.0,7.0,5.0,14.0,3.0,11.0,219.0,8.0,3.0,13.0,2.0,2.0,6.0,31.0
1588,Rolando Mandragora,MF,Torino,it Serie A,16.9,3,27.0,2.1,81.5,0.6,50.0,9.0,41.0,38.0,17.0,18.0,19.0,45.0,886.0,22.0,10.0,31.0,13.0,1.0,13.0,72.0
1589,Mario Mandzukic,FW,Milan,it Serie A,2.4,0,5.0,0.8,64.9,0.1,1.0,0.0,2.0,4.0,5.0,0.0,1.0,9.0,74.0,7.0,0.0,1.0,1.0,0.0,13.0,3.0
1590,Sadio Mane,FW,Liverpool,eng Premier League,31.2,11,93.0,15.3,75.4,5.7,37.0,67.0,105.0,124.0,32.0,39.0,15.0,57.0,1590.0,283.0,84.0,223.0,71.0,54.0,28.0,328.0
1591,Niccolo Manfredini,GK,Benevento,it Serie A,1.0,0,0.0,0.0,80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,Eliaquim Mangala,DF,Valencia,es La Liga,3.6,0,2.0,0.5,69.5,0.0,3.0,0.0,2.0,0.0,1.0,8.0,4.0,5.0,152.0,3.0,1.0,4.0,1.0,0.0,18.0,6.0
1593,Orel Mangala,MF,Stuttgart,de Bundesliga,23.4,1,26.0,1.4,84.7,1.5,69.0,12.0,81.0,53.0,18.0,55.0,27.0,57.0,1329.0,42.0,62.0,104.0,42.0,7.0,9.0,185.0
1594,Thomas Mangani,MF,Angers,fr Ligue 1,29.9,3,23.0,1.0,81.7,3.0,191.0,22.0,200.0,66.0,49.0,43.0,33.0,97.0,2313.0,21.0,12.0,86.0,22.0,3.0,31.0,286.0
1595,Vito Mannone,GK,Monaco,fr Ligue 1,9.0,0,0.0,0.0,70.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1596,Kostas Manolas,DF,Napoli,it Serie A,25.5,0,8.0,0.8,93.5,0.4,42.0,4.0,52.0,18.0,21.0,35.0,26.0,60.0,1718.0,11.0,2.0,38.0,4.0,0.0,50.0,90.0
1597,Javier Manquillo,DF,Newcastle Utd,eng Premier League,9.2,0,1.0,0.0,74.0,0.2,15.0,4.0,21.0,8.0,14.0,17.0,8.0,35.0,500.0,7.0,4.0,26.0,9.0,0.0,17.0,47.0
1598,Juan Manuel Ramos,DF,Spezia,it Serie A,3.3,0,1.0,0.0,78.3,0.2,3.0,3.0,5.0,5.0,1.0,6.0,2.0,6.0,196.0,2.0,3.0,12.0,7.0,1.0,5.0,17.0
1599,Myziane Maolida,"FW,MF",Nice,fr Ligue 1,12.0,3,19.0,2.8,75.1,1.7,16.0,16.0,30.0,32.0,11.0,7.0,5.0,23.0,502.0,47.0,25.0,60.0,14.0,10.0,1.0,90.0
1600,Faitout Maouassa,DF,Rennes,fr Ligue 1,13.0,0,27.0,0.8,78.2,1.2,42.0,11.0,52.0,19.0,18.0,25.0,12.0,38.0,995.0,13.0,23.0,99.0,35.0,2.0,14.0,151.0
1601,Sekou Mara,FW,Bordeaux,fr Ligue 1,2.5,1,4.0,0.5,56.7,0.4,1.0,1.0,3.0,4.0,3.0,0.0,0.0,4.0,100.0,10.0,5.0,6.0,1.0,2.0,15.0,9.0
1602,Maranhao,FW,Valladolid,es La Liga,13.1,4,31.0,3.8,61.7,0.6,10.0,0.0,13.0,18.0,4.0,18.0,1.0,8.0,388.0,45.0,15.0,32.0,9.0,7.0,42.0,45.0
1603,Fernando Marcal,DF,Wolves,eng Premier League,6.9,0,2.0,0.1,82.7,0.2,15.0,2.0,24.0,4.0,4.0,19.0,8.0,18.0,444.0,4.0,7.0,21.0,5.0,0.0,9.0,45.0
1604,Fernando Marcal,DF,Lyon,fr Ligue 1,0.9,0,0.0,0.0,90.1,0.0,13.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,14.0,2.0,0.0,8.0,27.0
1605,Marcelo,DF,Real Madrid,es La Liga,11.7,0,12.0,0.4,81.0,1.2,76.0,25.0,81.0,38.0,17.0,22.0,9.0,34.0,988.0,32.0,16.0,84.0,27.0,5.0,5.0,165.0
1606,Marcelo,DF,Lyon,fr Ligue 1,32.3,3,23.0,1.3,88.8,0.5,120.0,7.0,123.0,27.0,26.0,46.0,38.0,87.0,2361.0,40.0,3.0,117.0,10.0,0.0,117.0,240.0
1607,Solly March,DF,Brighton,eng Premier League,18.6,2,22.0,1.7,69.8,1.7,39.0,34.0,77.0,52.0,35.0,50.0,19.0,75.0,1197.0,59.0,35.0,140.0,35.0,19.0,17.0,217.0
1608,Federico Marchetti,GK,Genoa,it Serie A,3.7,0,0.0,0.0,82.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,Riccardo Marchizza,DF,Spezia,it Serie A,17.3,0,7.0,0.6,79.6,1.1,35.0,12.0,36.0,24.0,12.0,22.0,19.0,42.0,1111.0,29.0,11.0,73.0,27.0,4.0,27.0,109.0
1610,Gian Marco Ferrari,DF,Sassuolo,it Serie A,33.5,0,24.0,1.6,92.7,1.0,221.0,14.0,134.0,35.0,26.0,70.0,37.0,78.0,3063.0,41.0,5.0,208.0,33.0,2.0,81.0,342.0
1611,Ivan Marcone,MF,Elche,es La Liga,29.4,0,2.0,0.1,86.7,0.6,103.0,6.0,97.0,23.0,48.0,46.0,36.0,100.0,1745.0,9.0,15.0,81.0,13.0,0.0,26.0,178.0
1612,Oscar de Marcos,"DF,MF",Athletic Club,es La Liga,16.9,1,6.0,1.3,76.3,1.8,40.0,15.0,48.0,20.0,17.0,34.0,19.0,41.0,904.0,26.0,7.0,83.0,36.0,8.0,11.0,131.0
1613,Dario Maresic,DF,Reims,fr Ligue 1,5.7,0,0.0,0.0,84.0,0.0,31.0,0.0,30.0,2.0,6.0,7.0,6.0,18.0,398.0,0.0,0.0,24.0,6.0,0.0,12.0,54.0
1614,Jose Mari,MF,Cadiz,es La Liga,16.1,1,16.0,0.4,71.0,0.4,35.0,3.0,24.0,13.0,22.0,25.0,15.0,45.0,638.0,5.0,21.0,20.0,6.0,1.0,30.0,44.0
1615,Pablo Mari,DF,Arsenal,eng Premier League,10.0,0,2.0,0.0,90.7,0.0,20.0,0.0,19.0,2.0,11.0,13.0,5.0,19.0,679.0,3.0,3.0,35.0,4.0,0.0,29.0,54.0
1616,Jose Maria Gimenez,DF,Atletico Madrid,es La Liga,19.6,0,15.0,0.9,88.4,0.2,51.0,3.0,55.0,6.0,15.0,27.0,21.0,44.0,1270.0,25.0,1.0,55.0,4.0,0.0,58.0,110.0
1617,Mariano,FW,Real Madrid,es La Liga,5.7,1,15.0,1.5,75.0,0.2,3.0,3.0,7.0,9.0,2.0,5.0,0.0,2.0,167.0,29.0,12.0,10.0,6.0,3.0,20.0,17.0
1618,Jordan Marie,MF,Dijon,fr Ligue 1,15.9,0,10.0,0.5,81.6,0.6,59.0,4.0,43.0,13.0,29.0,22.0,21.0,61.0,897.0,4.0,14.0,32.0,5.0,0.0,14.0,75.0
1619,Adrian Marin,"DF,MF",Alaves,es La Liga,1.0,0,1.0,0.1,74.1,0.5,3.0,1.0,10.0,2.0,1.0,5.0,1.0,2.0,68.0,0.0,0.0,7.0,0.0,0.0,3.0,17.0
1620,Adrian Marin,"DF,FW",Granada,es La Liga,3.0,0,1.0,0.1,69.1,0.1,10.0,2.0,15.0,5.0,2.0,10.0,7.0,11.0,157.0,0.0,3.0,7.0,2.0,0.0,5.0,22.0
1621,Razvan Marin,MF,Cagliari,it Serie A,32.9,3,28.0,1.5,81.7,4.8,114.0,37.0,119.0,98.0,49.0,32.0,26.0,92.0,1981.0,44.0,32.0,156.0,63.0,12.0,15.0,275.0
1622,Guillermo Maripan,DF,Monaco,fr Ligue 1,23.2,5,14.0,2.2,90.4,0.1,60.0,5.0,78.0,13.0,17.0,23.0,26.0,57.0,1841.0,27.0,1.0,91.0,7.0,1.0,53.0,169.0
1623,Marlon,DF,Sassuolo,it Serie A,19.4,0,5.0,0.4,96.2,0.1,109.0,1.0,74.0,12.0,19.0,34.0,28.0,51.0,1753.0,8.0,5.0,120.0,5.0,0.0,39.0,194.0
1624,Omar Marmoush,FW,Wolfsburg,de Bundesliga,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,Marquinhos,DF,Paris S-G,fr Ligue 1,23.6,3,15.0,1.5,93.1,0.6,148.0,11.0,89.0,14.0,18.0,31.0,32.0,57.0,1934.0,27.0,2.0,109.0,15.0,0.0,52.0,198.0
1626,Luca Marrone,DF,Crotone,it Serie A,17.6,0,4.0,0.3,87.8,0.0,20.0,1.0,24.0,4.0,19.0,30.0,14.0,42.0,1164.0,4.0,1.0,28.0,0.0,0.0,22.0,52.0
1627,Roger Marti,FW,Levante,es La Liga,24.4,12,43.0,6.3,69.0,2.5,29.0,13.0,42.0,33.0,13.0,19.0,5.0,25.0,731.0,110.0,15.0,34.0,11.0,8.0,18.0,76.0
1628,Anthony Martial,FW,Manchester Utd,eng Premier League,16.4,4,43.0,6.5,82.8,2.0,26.0,15.0,43.0,43.0,1.0,22.0,4.0,5.0,702.0,121.0,34.0,96.0,28.0,17.0,15.0,139.0
1629,Aaron Martin,DF,Celta Vigo,es La Liga,17.1,0,6.0,0.2,80.2,1.2,31.0,9.0,45.0,13.0,12.0,26.0,17.0,52.0,1029.0,17.0,15.0,81.0,27.0,4.0,17.0,126.0
1630,Aaron Martin,DF,Mainz 05,de Bundesliga,2.9,0,1.0,0.0,72.2,0.4,9.0,4.0,6.0,5.0,2.0,2.0,3.0,5.0,184.0,1.0,5.0,8.0,1.0,0.0,0.0,14.0
1631,Alex Martin,DF,Cadiz,es La Liga,1.1,0,0.0,0.0,73.7,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0
1632,Jonas Martin,MF,Rennes,fr Ligue 1,5.4,0,0.0,0.0,88.5,0.2,25.0,4.0,22.0,10.0,11.0,12.0,9.0,24.0,440.0,4.0,4.0,18.0,0.0,1.0,10.0,40.0
1633,Martinelli,FW,Arsenal,eng Premier League,6.5,2,20.0,3.4,79.2,2.1,2.0,7.0,8.0,21.0,1.0,10.0,8.0,14.0,253.0,44.0,16.0,31.0,7.0,9.0,6.0,39.0
1634,Lucas Martinez Quarta,DF,Fiorentina,it Serie A,16.5,1,13.0,1.4,82.4,0.4,66.0,5.0,63.0,15.0,31.0,24.0,36.0,80.0,1000.0,19.0,13.0,55.0,27.0,0.0,31.0,118.0
1635,Emiliano Martinez,GK,Aston Villa,eng Premier League,38.0,0,0.0,0.0,65.6,0.2,27.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,Inigo Martinez,DF,Athletic Club,es La Liga,28.0,1,17.0,1.3,83.6,0.6,112.0,4.0,89.0,16.0,14.0,28.0,37.0,66.0,1700.0,19.0,6.0,113.0,15.0,1.0,79.0,202.0
1637,Javi Martinez,"MF,FW",Osasuna,es La Liga,5.1,1,3.0,0.6,67.9,0.5,8.0,3.0,11.0,10.0,9.0,13.0,4.0,16.0,212.0,9.0,5.0,9.0,4.0,0.0,6.0,20.0
1638,Javi Martinez,"DF,MF",Bayern Munich,de Bundesliga,5.2,0,2.0,0.3,90.3,0.2,34.0,2.0,25.0,3.0,5.0,13.0,11.0,20.0,456.0,6.0,0.0,30.0,7.0,0.0,20.0,55.0
1639,Josep Martinez,GK,RB Leipzig,de Bundesliga,1.0,0,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,Lautaro Martinez,FW,Inter,it Serie A,28.5,17,108.0,14.0,72.4,4.5,37.0,23.0,62.0,80.0,18.0,42.0,28.0,52.0,1027.0,208.0,37.0,79.0,24.0,31.0,32.0,141.0
1641,Pablo Martinez,DF,Nimes,fr Ligue 1,6.0,0,0.0,0.0,83.6,0.1,20.0,0.0,16.0,2.0,8.0,11.0,7.0,20.0,365.0,2.0,0.0,13.0,1.0,0.0,8.0,29.0
1642,Gelson Martins,"MF,FW",Monaco,fr Ligue 1,17.2,3,26.0,2.7,83.4,2.8,23.0,20.0,43.0,45.0,22.0,25.0,12.0,51.0,906.0,96.0,43.0,131.0,27.0,18.0,10.0,174.0
1643,Adam Marusic,DF,Lazio,it Serie A,33.0,2,27.0,2.0,83.5,2.2,68.0,28.0,90.0,58.0,28.0,56.0,48.0,98.0,1912.0,66.0,27.0,160.0,49.0,10.0,43.0,250.0
1644,Sylvain Marveaux,"MF,FW",Lorient,fr Ligue 1,2.2,0,5.0,0.8,81.2,0.0,8.0,0.0,11.0,7.0,4.0,1.0,1.0,8.0,112.0,4.0,4.0,12.0,3.0,2.0,2.0,23.0
1645,Marvin,"DF,FW",Real Madrid,es La Liga,1.5,0,1.0,0.2,85.2,0.2,3.0,1.0,9.0,2.0,1.0,2.0,1.0,5.0,109.0,3.0,0.0,9.0,3.0,1.0,5.0,18.0
1646,Omar Mascarell,MF,Schalke 04,de Bundesliga,19.6,1,10.0,0.3,82.2,0.5,49.0,7.0,66.0,12.0,21.0,45.0,37.0,80.0,1090.0,4.0,14.0,31.0,9.0,0.0,33.0,97.0
1647,Andrea Masiello,DF,Genoa,it Serie A,28.5,0,5.0,0.4,85.3,0.3,73.0,11.0,79.0,14.0,22.0,42.0,41.0,84.0,1654.0,11.0,2.0,62.0,16.0,1.0,39.0,141.0
1648,Jordi Masip,GK,Valladolid,es La Liga,25.0,0,0.0,0.0,52.1,0.0,15.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,852.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Roberto Massimo,"DF,FW",Stuttgart,de Bundesliga,8.4,0,15.0,1.7,75.6,1.4,7.0,9.0,18.0,22.0,14.0,15.0,12.0,33.0,441.0,34.0,20.0,35.0,20.0,4.0,11.0,53.0
1650,Giuseppe Mastinu,FW,Spezia,it Serie A,0.4,0,0.0,0.0,75.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1651,Arthur Masuaku,"DF,FW",West Ham,eng Premier League,11.2,0,6.0,0.3,80.1,1.9,25.0,16.0,39.0,32.0,13.0,35.0,6.0,26.0,680.0,12.0,30.0,77.0,31.0,4.0,10.0,116.0
1652,Jaime Mata,FW,Getafe,es La Liga,22.6,5,38.0,5.1,66.2,1.2,19.0,10.0,30.0,41.0,10.0,16.0,11.0,25.0,818.0,109.0,9.0,38.0,10.0,10.0,90.0,68.0
1653,Juan Mata,"FW,MF",Manchester Utd,eng Premier League,5.7,1,4.0,0.3,84.0,0.8,18.0,4.0,19.0,18.0,2.0,2.0,2.0,4.0,331.0,17.0,3.0,39.0,14.0,4.0,1.0,58.0
1654,Pape Matar Sarr,MF,Metz,fr Ligue 1,17.7,3,31.0,1.0,85.6,0.7,62.0,10.0,70.0,38.0,27.0,24.0,41.0,90.0,1151.0,16.0,18.0,120.0,52.0,2.0,24.0,190.0
1655,Eliot Matazo,MF,Monaco,fr Ligue 1,3.5,1,3.0,1.3,78.3,0.5,2.0,2.0,7.0,6.0,8.0,3.0,2.0,13.0,125.0,5.0,3.0,0.0,1.0,0.0,3.0,7.0
1656,Jean-Philippe Mateta,FW,Crystal Palace,eng Premier League,2.5,1,4.0,0.2,60.8,0.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,80.0,8.0,1.0,4.0,1.0,1.0,13.0,7.0
1657,Jean-Philippe Mateta,FW,Mainz 05,de Bundesliga,11.1,7,27.0,6.7,72.2,1.5,5.0,4.0,6.0,25.0,5.0,7.0,1.0,6.0,395.0,55.0,15.0,20.0,3.0,6.0,23.0,26.0
1658,Nemanja Matic,MF,Manchester Utd,eng Premier League,12.3,0,6.0,0.3,90.5,0.4,83.0,10.0,79.0,20.0,15.0,30.0,18.0,42.0,1088.0,9.0,15.0,111.0,36.0,3.0,19.0,190.0
1659,Joel Matip,DF,Liverpool,eng Premier League,7.7,1,5.0,0.6,88.4,1.0,30.0,1.0,15.0,6.0,11.0,7.0,4.0,19.0,583.0,6.0,0.0,38.0,12.0,0.0,24.0,53.0
1660,Rabbi Matondo,"FW,MF",Schalke 04,de Bundesliga,2.4,0,0.0,0.0,85.0,0.1,2.0,3.0,3.0,4.0,3.0,5.0,2.0,6.0,63.0,3.0,2.0,5.0,3.0,0.0,1.0,8.0
1661,Ryder Matos,MF,Udinese,it Serie A,0.1,0,0.0,0.0,71.4,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,4.0,2.0,0.0,0.0,5.0
1662,Henning Matriciani,DF,Schalke 04,de Bundesliga,0.3,0,0.0,0.0,60.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1663,Chrislain Matsima,DF,Monaco,fr Ligue 1,3.9,0,4.0,0.1,89.7,0.1,26.0,2.0,18.0,2.0,4.0,6.0,1.0,9.0,306.0,5.0,4.0,28.0,7.0,0.0,9.0,46.0
1664,Federico Mattiello,DF,Spezia,it Serie A,0.4,0,0.0,0.0,69.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,44.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0
1665,Neal Maupay,"FW,MF",Brighton,eng Premier League,27.9,8,67.0,9.9,77.4,3.6,32.0,28.0,41.0,79.0,18.0,18.0,12.0,36.0,971.0,171.0,24.0,89.0,28.0,16.0,26.0,130.0
1666,Tony Mauricio,MF,Lens,fr Ligue 1,5.6,0,13.0,0.7,80.4,1.4,20.0,6.0,24.0,30.0,12.0,7.0,2.0,20.0,412.0,8.0,7.0,21.0,9.0,3.0,2.0,45.0
1667,Stephy Mavididi,"FW,MF",Montpellier,fr Ligue 1,22.6,9,31.0,4.9,77.7,1.2,12.0,8.0,19.0,42.0,6.0,22.0,20.0,33.0,808.0,85.0,32.0,101.0,32.0,20.0,15.0,120.0
1668,Konstantinos Mavropanos,DF,Stuttgart,de Bundesliga,16.3,0,17.0,1.4,79.7,0.3,72.0,6.0,75.0,9.0,22.0,40.0,41.0,83.0,1302.0,21.0,12.0,47.0,9.0,0.0,49.0,122.0
1669,Eric Maxim Choupo-Moting,"FW,MF",Bayern Munich,de Bundesliga,9.1,3,19.0,3.2,80.9,1.6,9.0,6.0,17.0,21.0,6.0,3.0,3.0,12.0,317.0,52.0,18.0,26.0,6.0,6.0,15.0,43.0
1670,Borja Mayoral,FW,Roma,it Serie A,17.2,10,41.0,8.3,80.1,1.7,17.0,11.0,21.0,51.0,5.0,6.0,3.0,9.0,525.0,88.0,15.0,45.0,20.0,14.0,16.0,66.0
1671,Borja Mayoral,FW,Real Madrid,es La Liga,0.3,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,Youssef Maziz,"MF,FW",Metz,fr Ligue 1,2.9,0,6.0,0.4,70.6,0.4,9.0,4.0,11.0,11.0,1.0,2.0,3.0,4.0,148.0,3.0,6.0,12.0,8.0,0.0,3.0,23.0
1673,Antonio Mazzotta,DF,Crotone,it Serie A,0.6,0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1674,Kevin Mbabu,DF,Wolfsburg,de Bundesliga,18.2,0,11.0,0.5,69.9,1.2,68.0,30.0,141.0,31.0,31.0,51.0,23.0,76.0,1324.0,28.0,35.0,111.0,43.0,6.0,38.0,252.0
1675,Kylian Mbappe,FW,Paris S-G,fr Ligue 1,26.4,27,98.0,20.1,78.6,4.6,37.0,36.0,61.0,107.0,5.0,12.0,7.0,16.0,1442.0,277.0,88.0,261.0,72.0,69.0,7.0,322.0
1676,Ibrahima Mbaye,DF,Bologna,it Serie A,4.8,1,1.0,0.5,80.8,0.0,9.0,0.0,8.0,3.0,3.0,6.0,2.0,8.0,241.0,3.0,3.0,9.0,5.0,0.0,14.0,17.0
1677,Jean-Manuel Mbom,"MF,DF",Werder Bremen,de Bundesliga,12.9,0,7.0,0.6,70.6,0.6,20.0,6.0,22.0,19.0,15.0,27.0,14.0,39.0,521.0,16.0,8.0,40.0,17.0,4.0,34.0,62.0
1678,Nathanael Mbuku,"MF,FW",Reims,fr Ligue 1,24.6,4,39.0,3.3,76.7,2.5,38.0,31.0,67.0,60.0,22.0,34.0,16.0,49.0,852.0,58.0,36.0,117.0,41.0,9.0,27.0,184.0
1679,James McArthur,MF,Crystal Palace,eng Premier League,16.3,0,6.0,0.2,81.5,0.9,63.0,6.0,60.0,19.0,26.0,39.0,23.0,79.0,953.0,19.0,17.0,56.0,21.0,2.0,20.0,116.0
1680,Oliver McBurnie,FW,Sheffield Utd,eng Premier League,14.7,1,30.0,3.1,62.9,1.1,21.0,16.0,43.0,29.0,7.0,17.0,8.0,21.0,602.0,58.0,9.0,27.0,8.0,3.0,140.0,70.0
1681,Alex McCarthy,GK,Southampton,eng Premier League,30.0,0,0.0,0.0,64.3,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1145.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1682,James McCarthy,MF,Crystal Palace,eng Premier League,9.1,0,1.0,0.0,77.2,0.3,26.0,4.0,24.0,12.0,8.0,20.0,8.0,26.0,401.0,1.0,3.0,15.0,3.0,0.0,7.0,39.0
1683,John McGinn,MF,Aston Villa,eng Premier League,37.0,3,46.0,2.2,77.3,3.0,179.0,44.0,179.0,100.0,46.0,39.0,45.0,119.0,1774.0,58.0,56.0,124.0,42.0,3.0,27.0,303.0
1684,David McGoldrick,"FW,MF",Sheffield Utd,eng Premier League,26.6,8,74.0,7.1,74.5,1.3,48.0,24.0,68.0,51.0,16.0,36.0,12.0,42.0,1315.0,101.0,45.0,94.0,37.0,14.0,94.0,162.0
1685,Weston McKennie,MF,Juventus,it Serie A,18.9,5,29.0,4.2,85.1,2.8,39.0,17.0,51.0,53.0,28.0,26.0,23.0,68.0,1000.0,81.0,13.0,65.0,28.0,6.0,34.0,116.0
1686,Dwight McNeil,MF,Burnley,eng Premier League,34.1,2,26.0,1.1,68.9,6.5,74.0,41.0,77.0,80.0,22.0,58.0,38.0,81.0,1696.0,51.0,66.0,172.0,66.0,21.0,22.0,249.0
1687,Scott McTominay,MF,Manchester Utd,eng Premier League,23.7,4,26.0,2.1,87.3,0.9,109.0,9.0,104.0,33.0,29.0,56.0,51.0,99.0,1581.0,36.0,22.0,125.0,42.0,5.0,49.0,229.0
1688,Gary Medel,"DF,MF",Bologna,it Serie A,5.7,0,0.0,0.0,92.1,0.2,17.0,1.0,19.0,4.0,7.0,12.0,9.0,22.0,387.0,1.0,2.0,12.0,2.0,0.0,8.0,31.0
