,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+,Season
1528,Rolando Mandragora,MF,Udinese,it Serie A,22.8,0,55.0,3.8,81.0,2.9,66.0,17.0,80.0,,,,,,,,,,,,,,,,,,,69.0,33.0,52.0,19.0,71.0,1245.0,48.0,13.0,58.0,15.0,4.0,22.0,138.0,2021
1529,Sadio Mane,FW,Liverpool,eng Premier League,30.5,18,76.0,13.8,80.3,7.3,65.0,67.0,120.0,,,,,,,,,,,,,,,,,,,109.0,35.0,30.0,11.0,61.0,1590.0,219.0,76.0,235.0,82.0,57.0,35.0,355.0,2021
1530,Eliaquim Mangala,DF,Valencia,es La Liga,7.5,0,1.0,0.2,87.9,0.0,14.0,0.0,8.0,,,,,,,,,,,,,,,,,,,0.0,4.0,11.0,2.0,8.0,353.0,4.0,0.0,8.0,1.0,0.0,16.0,16.0,2021
1531,Thomas Mangani,MF,Angers,fr Ligue 1,20.8,2,30.0,1.8,78.6,3.5,94.0,35.0,135.0,,,,,,,,,,,,,,,,,,,78.0,23.0,29.0,11.0,45.0,1560.0,35.0,23.0,84.0,24.0,2.0,18.0,219.0,2021
1532,Massimiliano Mangraviti,DF,Brescia,it Serie A,10.8,0,3.0,0.2,82.4,0.1,35.0,5.0,38.0,,,,,,,,,,,,,,,,,,,5.0,5.0,22.0,2.0,12.0,540.0,4.0,0.0,24.0,4.0,0.0,20.0,62.0,2021
1533,Kostas Manolas,DF,Napoli,it Serie A,24.2,4,17.0,1.7,92.8,0.1,47.0,2.0,56.0,,,,,,,,,,,,,,,,,,,5.0,17.0,34.0,15.0,49.0,1677.0,24.0,2.0,88.0,7.0,0.0,62.0,144.0,2021
1534,Javier Manquillo,DF,Newcastle Utd,eng Premier League,17.8,0,1.0,0.1,71.5,0.4,27.0,5.0,27.0,,,,,,,,,,,,,,,,,,,14.0,32.0,35.0,13.0,60.0,815.0,14.0,13.0,44.0,19.0,4.0,18.0,71.0,2021
1535,Giacomo Manzari,"FW,MF",Sassuolo,it Serie A,0.2,0,0.0,0.0,57.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2021
1536,Myziane Maolida,"FW,MF",Nice,fr Ligue 1,7.5,1,16.0,2.0,81.1,1.8,14.0,12.0,36.0,,,,,,,,,,,,,,,,,,,28.0,11.0,13.0,5.0,20.0,415.0,41.0,12.0,74.0,23.0,14.0,4.0,110.0,2021
1537,Faitout Maouassa,DF,Rennes,fr Ligue 1,20.0,3,12.0,0.5,76.3,1.0,49.0,12.0,64.0,,,,,,,,,,,,,,,,,,,27.0,29.0,38.0,15.0,74.0,1284.0,13.0,28.0,132.0,43.0,6.0,21.0,196.0,2021
1538,Fernando Marcal,DF,Lyon,fr Ligue 1,9.2,0,5.0,0.1,82.4,1.3,55.0,12.0,54.0,,,,,,,,,,,,,,,,,,,16.0,17.0,20.0,14.0,46.0,866.0,7.0,9.0,72.0,20.0,2.0,20.0,126.0,2021
1539,Marcelo,DF,Real Madrid,es La Liga,14.4,1,17.0,0.4,82.4,2.1,81.0,41.0,107.0,,,,,,,,,,,,,,,,,,,50.0,12.0,21.0,15.0,35.0,1212.0,45.0,10.0,137.0,36.0,14.0,10.0,244.0,2021
1540,Marcelo,DF,Lyon,fr Ligue 1,16.7,0,8.0,0.5,87.1,0.0,73.0,0.0,71.0,,,,,,,,,,,,,,,,,,,8.0,16.0,24.0,17.0,49.0,1333.0,17.0,0.0,65.0,5.0,0.0,75.0,136.0,2021
1541,Solly March,"DF,FW",Brighton,eng Premier League,12.7,0,21.0,1.4,72.4,0.8,18.0,20.0,43.0,,,,,,,,,,,,,,,,,,,32.0,17.0,22.0,12.0,38.0,759.0,47.0,18.0,95.0,31.0,13.0,15.0,138.0,2021
1542,Gian Marco Ferrari,DF,Sassuolo,it Serie A,21.1,0,11.0,1.6,93.6,0.9,86.0,4.0,75.0,,,,,,,,,,,,,,,,,,,23.0,9.0,34.0,20.0,32.0,1610.0,21.0,4.0,110.0,10.0,0.0,32.0,185.0,2021
1543,Oscar de Marcos,"DF,FW",Athletic Club,es La Liga,6.0,0,1.0,0.1,73.7,1.0,15.0,6.0,19.0,,,,,,,,,,,,,,,,,,,11.0,0.0,13.0,4.0,9.0,275.0,3.0,2.0,24.0,8.0,0.0,7.0,43.0,2021
1544,Dario Maresic,DF,Reims,fr Ligue 1,1.0,0,0.0,0.0,82.8,0.0,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,1.0,1.0,73.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,2021
1545,Miguel Mari,MF,Eibar,es La Liga,0.1,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1546,Pablo Mari,DF,Arsenal,eng Premier League,1.3,0,0.0,0.0,89.0,0.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,2.0,5.0,111.0,0.0,0.0,10.0,0.0,0.0,4.0,14.0,2021
1547,Jose Maria Gimenez,DF,Atletico Madrid,es La Liga,19.5,0,11.0,0.5,88.3,0.0,39.0,1.0,43.0,,,,,,,,,,,,,,,,,,,9.0,11.0,25.0,9.0,33.0,1040.0,15.0,1.0,32.0,1.0,0.0,55.0,75.0,2021
1548,Mariano,FW,Real Madrid,es La Liga,0.5,1,5.0,0.5,73.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,23.0,6.0,2.0,2.0,0.0,1.0,2.0,2.0,2021
1549,Adrian Mariappa,DF,Watford,eng Premier League,16.8,0,3.0,0.3,72.8,0.4,32.0,3.0,37.0,,,,,,,,,,,,,,,,,,,10.0,12.0,35.0,7.0,32.0,762.0,5.0,1.0,18.0,6.0,0.0,41.0,55.0,2021
1550,Jordan Marie,MF,Dijon,fr Ligue 1,2.2,0,1.0,0.0,75.7,0.4,7.0,2.0,7.0,,,,,,,,,,,,,,,,,,,2.0,5.0,6.0,5.0,11.0,140.0,0.0,3.0,6.0,3.0,0.0,1.0,13.0,2021
1551,Federico Marigosu,MF,Cagliari,it Serie A,0.3,0,0.0,0.0,53.3,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2021
1552,Adrian Marin,DF,Alaves,es La Liga,9.5,0,3.0,0.6,71.3,0.3,24.0,7.0,39.0,,,,,,,,,,,,,,,,,,,11.0,6.0,23.0,10.0,29.0,466.0,7.0,8.0,31.0,11.0,2.0,8.0,70.0,2021
1553,Guillermo Maripan,DF,Alaves,es La Liga,1.0,0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2021
1554,Guillermo Maripan,DF,Monaco,fr Ligue 1,19.5,2,10.0,1.6,88.9,0.0,63.0,3.0,72.0,,,,,,,,,,,,,,,,,,,9.0,28.0,40.0,21.0,72.0,1262.0,18.0,3.0,68.0,8.0,0.0,38.0,140.0,2021
1555,Marlon,DF,Sassuolo,it Serie A,20.2,0,5.0,0.9,94.7,0.6,80.0,4.0,64.0,,,,,,,,,,,,,,,,,,,17.0,20.0,37.0,20.0,63.0,1641.0,5.0,6.0,89.0,5.0,0.0,21.0,153.0,2021
1556,Omar Marmoush,"MF,FW",Wolfsburg,de Bundesliga,0.9,0,1.0,0.1,62.5,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,33.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2021
1557,Gonzalo Maroni,MF,Sampdoria,it Serie A,2.0,0,4.0,0.3,79.8,0.6,7.0,6.0,11.0,,,,,,,,,,,,,,,,,,,17.0,1.0,3.0,2.0,5.0,105.0,6.0,2.0,19.0,10.0,2.0,1.0,30.0,2021
1558,Marquinhos,"MF,DF",Paris S-G,fr Ligue 1,16.4,3,11.0,1.8,93.3,0.5,105.0,14.0,83.0,,,,,,,,,,,,,,,,,,,18.0,25.0,34.0,11.0,54.0,1453.0,17.0,9.0,73.0,7.0,0.0,41.0,156.0,2021
1559,Bruno Martella,"DF,MF",Brescia,it Serie A,14.1,0,10.0,0.3,71.5,1.2,31.0,22.0,52.0,,,,,,,,,,,,,,,,,,,29.0,9.0,29.0,14.0,33.0,719.0,9.0,12.0,50.0,19.0,2.0,12.0,102.0,2021
1560,Roger Marti,FW,Levante,es La Liga,25.2,11,53.0,7.4,63.4,2.7,23.0,15.0,37.0,,,,,,,,,,,,,,,,,,,41.0,11.0,20.0,7.0,27.0,710.0,95.0,12.0,58.0,12.0,14.0,31.0,95.0,2021
1561,Anthony Martial,FW,Manchester Utd,eng Premier League,29.2,17,79.0,10.1,79.8,4.1,36.0,33.0,64.0,,,,,,,,,,,,,,,,,,,95.0,12.0,19.0,5.0,20.0,1074.0,188.0,64.0,135.0,40.0,34.0,21.0,199.0,2021
1562,Aaron Martin,DF,Mainz 05,de Bundesliga,19.9,0,9.0,0.2,72.6,3.4,39.0,18.0,54.0,,,,,,,,,,,,,,,,,,,49.0,15.0,38.0,14.0,35.0,1081.0,13.0,24.0,109.0,29.0,3.0,17.0,163.0,2021
1563,Daniel Martin,GK,Betis,es La Liga,5.9,0,0.0,0.0,75.3,0.1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1564,David Martin,GK,West Ham,eng Premier League,4.8,0,0.0,0.0,44.4,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1565,Jonas Martin,MF,Rennes,fr Ligue 1,1.3,0,1.0,0.1,87.3,0.2,7.0,0.0,5.0,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,0.0,5.0,93.0,3.0,0.0,7.0,1.0,0.0,6.0,12.0,2021
1566,Jonas Martin,MF,Strasbourg,fr Ligue 1,2.7,0,0.0,0.0,88.5,0.3,12.0,2.0,15.0,,,,,,,,,,,,,,,,,,,5.0,7.0,3.0,1.0,9.0,215.0,3.0,3.0,18.0,4.0,0.0,2.0,33.0,2021
1567,Josh Martin,"FW,MF",Norwich City,eng Premier League,0.4,0,1.0,0.3,75.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,20.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2021
1568,Martinelli,FW,Arsenal,eng Premier League,7.4,3,12.0,2.3,62.3,0.3,2.0,6.0,10.0,,,,,,,,,,,,,,,,,,,7.0,13.0,20.0,2.0,25.0,275.0,40.0,11.0,37.0,14.0,11.0,7.0,47.0,2021
1569,Alex Martinez,DF,Granada,es La Liga,0.2,0,1.0,0.0,50.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2021
1570,Emiliano Martinez,GK,Arsenal,eng Premier League,8.6,0,0.0,0.0,72.4,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1571,Inigo Martinez,DF,Athletic Club,es La Liga,33.0,1,27.0,1.7,79.3,0.9,115.0,11.0,95.0,,,,,,,,,,,,,,,,,,,24.0,31.0,43.0,26.0,81.0,1904.0,31.0,8.0,110.0,22.0,0.0,101.0,205.0,2021
1572,Javi Martinez,MF,Osasuna,es La Liga,0.1,0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2021
1573,Javi Martinez,"DF,MF",Bayern Munich,de Bundesliga,7.5,0,1.0,0.2,91.9,0.0,41.0,6.0,34.0,,,,,,,,,,,,,,,,,,,9.0,8.0,13.0,10.0,23.0,675.0,3.0,3.0,36.0,5.0,0.0,27.0,70.0,2021
1574,Lautaro Martinez,FW,Inter,it Serie A,27.2,14,122.0,13.6,62.5,2.7,29.0,19.0,45.0,,,,,,,,,,,,,,,,,,,94.0,13.0,37.0,14.0,31.0,978.0,239.0,47.0,93.0,26.0,21.0,26.0,138.0,2021
1575,Pablo Martinez,DF,Nimes,fr Ligue 1,26.0,2,12.0,0.9,80.6,0.6,73.0,2.0,73.0,,,,,,,,,,,,,,,,,,,14.0,28.0,44.0,37.0,79.0,1340.0,18.0,6.0,44.0,10.0,0.0,62.0,117.0,2021
1576,Pablo Martinez,"MF,FW",Levante,es La Liga,0.4,0,1.0,0.1,77.8,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2021
1577,Gelson Martins,"DF,FW",Monaco,fr Ligue 1,18.6,4,28.0,5.5,79.6,4.0,28.0,20.0,50.0,,,,,,,,,,,,,,,,,,,61.0,20.0,17.0,24.0,55.0,1018.0,83.0,61.0,195.0,55.0,32.0,8.0,245.0,2021
1578,Adam Marusic,DF,Lazio,it Serie A,10.5,2,11.0,1.6,84.9,0.5,5.0,8.0,7.0,,,,,,,,,,,,,,,,,,,16.0,8.0,21.0,8.0,23.0,497.0,30.0,9.0,24.0,10.0,2.0,12.0,31.0,2021
1579,Omar Mascarell,MF,Schalke 04,de Bundesliga,22.5,0,10.0,0.4,86.2,1.0,75.0,7.0,84.0,,,,,,,,,,,,,,,,,,,17.0,41.0,54.0,38.0,104.0,1532.0,6.0,11.0,34.0,9.0,2.0,57.0,118.0,2021
1580,Andrea Masiello,DF,Genoa,it Serie A,14.7,0,6.0,0.2,85.6,0.0,55.0,9.0,83.0,,,,,,,,,,,,,,,,,,,12.0,14.0,18.0,17.0,41.0,938.0,13.0,6.0,61.0,14.0,2.0,12.0,144.0,2021
1581,Andrea Masiello,DF,Atalanta,it Serie A,6.0,0,0.0,0.0,87.2,0.2,16.0,1.0,14.0,,,,,,,,,,,,,,,,,,,5.0,13.0,12.0,3.0,17.0,358.0,0.0,1.0,18.0,3.0,0.0,11.0,32.0,2021
1582,Adam Masina,DF,Watford,eng Premier League,20.2,1,15.0,0.7,62.3,0.6,57.0,15.0,60.0,,,,,,,,,,,,,,,,,,,20.0,25.0,41.0,22.0,62.0,1186.0,21.0,11.0,46.0,12.0,2.0,66.0,106.0,2021
1583,Jordi Masip,GK,Valladolid,es La Liga,35.0,0,0.0,0.0,51.2,0.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1584,Arthur Masuaku,DF,West Ham,eng Premier League,10.4,0,5.0,0.1,80.3,1.0,27.0,5.0,38.0,,,,,,,,,,,,,,,,,,,10.0,27.0,29.0,12.0,55.0,745.0,14.0,31.0,69.0,23.0,6.0,11.0,107.0,2021
1585,Jaime Mata,FW,Getafe,es La Liga,30.5,11,51.0,6.3,64.3,2.5,37.0,21.0,52.0,,,,,,,,,,,,,,,,,,,68.0,12.0,23.0,4.0,30.0,1136.0,139.0,18.0,49.0,16.0,12.0,101.0,101.0,2021
1586,Juan Mata,"MF,FW",Manchester Utd,eng Premier League,8.4,0,9.0,1.1,84.5,2.0,41.0,18.0,40.0,,,,,,,,,,,,,,,,,,,38.0,7.0,7.0,1.0,9.0,589.0,33.0,5.0,66.0,19.0,5.0,3.0,106.0,2021
1587,Ales Mateju,DF,Brescia,it Serie A,28.3,0,6.0,0.4,81.8,1.0,48.0,10.0,79.0,,,,,,,,,,,,,,,,,,,20.0,29.0,70.0,23.0,74.0,1437.0,17.0,18.0,67.0,14.0,1.0,52.0,146.0,2021
1588,Jean-Philippe Mateta,FW,Mainz 05,de Bundesliga,11.7,3,34.0,5.7,64.7,0.4,6.0,2.0,7.0,,,,,,,,,,,,,,,,,,,15.0,3.0,7.0,2.0,8.0,355.0,64.0,19.0,22.0,4.0,7.0,36.0,29.0,2021
1589,Nemanja Matic,MF,Manchester Utd,eng Premier League,17.6,0,7.0,0.2,88.3,1.2,117.0,12.0,98.0,,,,,,,,,,,,,,,,,,,43.0,21.0,33.0,18.0,59.0,1416.0,9.0,23.0,155.0,44.0,2.0,27.0,253.0,2021
1590,Joel Matip,DF,Liverpool,eng Premier League,7.8,1,4.0,0.3,87.2,0.0,46.0,2.0,39.0,,,,,,,,,,,,,,,,,,,5.0,9.0,7.0,5.0,18.0,626.0,8.0,2.0,67.0,14.0,0.0,46.0,106.0,2021
1591,Rabbi Matondo,"FW,MF",Schalke 04,de Bundesliga,12.9,2,24.0,2.4,68.2,0.7,7.0,5.0,10.0,,,,,,,,,,,,,,,,,,,31.0,4.0,9.0,5.0,15.0,421.0,56.0,32.0,46.0,10.0,14.0,12.0,56.0,2021
1592,Alessandro Matri,"FW,MF",Brescia,it Serie A,1.0,0,6.0,0.4,65.5,0.3,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,0.0,0.0,50.0,11.0,2.0,0.0,0.0,0.0,4.0,6.0,2021
1593,Federico Mattiello,DF,Cagliari,it Serie A,10.3,0,7.0,0.2,77.0,1.0,11.0,10.0,25.0,,,,,,,,,,,,,,,,,,,16.0,20.0,25.0,17.0,50.0,549.0,12.0,10.0,63.0,22.0,4.0,10.0,88.0,2021
1594,Blaise Matuidi,MF,Juventus,it Serie A,24.9,0,13.0,1.1,87.0,1.3,66.0,17.0,62.0,,,,,,,,,,,,,,,,,,,44.0,36.0,50.0,20.0,74.0,1374.0,50.0,13.0,53.0,18.0,5.0,21.0,115.0,2021
1595,Neal Maupay,FW,Brighton,eng Premier League,30.7,10,90.0,10.1,78.5,2.4,28.0,27.0,54.0,,,,,,,,,,,,,,,,,,,71.0,17.0,31.0,3.0,31.0,1063.0,190.0,34.0,117.0,29.0,21.0,17.0,171.0,2021
1596,Stephy Mavididi,"FW,MF",Dijon,fr Ligue 1,15.5,5,26.0,3.0,81.8,0.7,14.0,9.0,26.0,,,,,,,,,,,,,,,,,,,25.0,14.0,19.0,5.0,27.0,582.0,55.0,39.0,70.0,28.0,13.0,7.0,96.0,2021
1597,Philipp Max,DF,Augsburg,de Bundesliga,30.1,8,35.0,3.2,67.2,5.3,73.0,40.0,104.0,,,,,,,,,,,,,,,,,,,85.0,25.0,41.0,21.0,59.0,1680.0,33.0,8.0,103.0,45.0,5.0,24.0,207.0,2021
1598,Eric Maxim Choupo-Moting,"FW,MF",Paris S-G,fr Ligue 1,5.0,3,18.0,2.4,82.1,0.6,1.0,7.0,9.0,,,,,,,,,,,,,,,,,,,11.0,4.0,3.0,3.0,13.0,180.0,31.0,12.0,12.0,4.0,2.0,5.0,21.0,2021
1599,Alexandru Maxim,MF,Mainz 05,de Bundesliga,1.3,0,3.0,0.1,78.2,0.5,5.0,0.0,3.0,,,,,,,,,,,,,,,,,,,7.0,1.0,4.0,0.0,3.0,101.0,7.0,6.0,11.0,6.0,2.0,0.0,14.0,2021
1600,Kevin Mayi,"FW,MF",Brest,fr Ligue 1,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1601,Borja Mayoral,FW,Levante,es La Liga,23.8,8,45.0,7.7,79.7,2.6,36.0,14.0,44.0,,,,,,,,,,,,,,,,,,,61.0,4.0,14.0,7.0,16.0,782.0,87.0,30.0,70.0,24.0,13.0,25.0,114.0,2021
1602,Luca Mazzitelli,MF,Sassuolo,it Serie A,0.1,0,0.0,0.0,93.1,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,2021
1603,Kevin Mbabu,DF,Wolfsburg,de Bundesliga,18.8,3,9.0,0.8,70.0,2.3,55.0,20.0,67.0,,,,,,,,,,,,,,,,,,,36.0,42.0,50.0,14.0,84.0,1217.0,40.0,52.0,94.0,38.0,11.0,35.0,161.0,2021
1604,Kylian Mbappe,FW,Paris S-G,fr Ligue 1,16.8,18,88.0,17.1,76.8,8.5,23.0,26.0,48.0,,,,,,,,,,,,,,,,,,,91.0,2.0,8.0,1.0,5.0,937.0,208.0,59.0,171.0,42.0,47.0,4.0,219.0,2021
1605,Ibrahima Mbaye,DF,Bologna,it Serie A,16.7,0,5.0,0.4,85.0,0.5,48.0,4.0,39.0,,,,,,,,,,,,,,,,,,,15.0,11.0,43.0,3.0,21.0,992.0,11.0,11.0,47.0,11.0,0.0,24.0,86.0,2021
1606,Loic Mbe Soh,DF,Paris S-G,fr Ligue 1,0.6,0,0.0,0.0,92.2,0.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,3.0,83.0,0.0,0.0,5.0,4.0,0.0,1.0,9.0,2021
1607,Isaac Mbenza,FW,Amiens,fr Ligue 1,0.9,0,4.0,0.2,73.0,0.1,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,0.0,1.0,48.0,5.0,1.0,6.0,1.0,1.0,0.0,11.0,2021
1608,Nathanael Mbuku,"MF,FW",Reims,fr Ligue 1,4.4,0,8.0,0.4,69.7,0.1,10.0,2.0,12.0,,,,,,,,,,,,,,,,,,,8.0,4.0,2.0,0.0,6.0,183.0,18.0,14.0,24.0,5.0,3.0,3.0,36.0,2021
1609,James McArthur,MF,Crystal Palace,eng Premier League,34.3,0,29.0,2.5,78.2,2.6,126.0,24.0,132.0,,,,,,,,,,,,,,,,,,,60.0,70.0,97.0,40.0,150.0,1935.0,104.0,32.0,135.0,41.0,17.0,44.0,267.0,2021
1610,Oliver McBurnie,FW,Sheffield Utd,eng Premier League,23.5,6,49.0,7.7,64.5,1.5,27.0,13.0,51.0,,,,,,,,,,,,,,,,,,,28.0,21.0,33.0,7.0,42.0,933.0,114.0,25.0,53.0,18.0,8.0,188.0,104.0,2021
1611,Alex McCarthy,GK,Southampton,eng Premier League,28.0,0,0.0,0.0,54.2,0.0,27.0,1.0,0.0,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2021
1612,James McCarthy,MF,Crystal Palace,eng Premier League,18.7,0,11.0,0.4,77.0,0.8,62.0,8.0,54.0,,,,,,,,,,,,,,,,,,,27.0,42.0,35.0,14.0,91.0,1018.0,15.0,6.0,33.0,16.0,1.0,15.0,87.0,2021
1613,John McGinn,MF,Aston Villa,eng Premier League,25.7,3,55.0,3.8,75.6,2.4,71.0,30.0,90.0,,,,,,,,,,,,,,,,,,,96.0,40.0,32.0,20.0,78.0,1105.0,75.0,53.0,109.0,29.0,10.0,22.0,199.0,2021
1614,David McGoldrick,FW,Sheffield Utd,eng Premier League,20.2,2,46.0,6.8,76.2,2.1,27.0,9.0,34.0,,,,,,,,,,,,,,,,,,,39.0,26.0,20.0,3.0,45.0,895.0,66.0,31.0,54.0,14.0,7.0,73.0,88.0,2021
1615,Michael McGovern,GK,Norwich City,eng Premier League,1.8,0,0.0,0.0,60.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1616,Weston McKennie,"MF,DF",Schalke 04,de Bundesliga,23.0,3,32.0,2.4,80.3,2.1,63.0,14.0,80.0,,,,,,,,,,,,,,,,,,,50.0,35.0,47.0,32.0,85.0,1345.0,50.0,26.0,79.0,26.0,2.0,62.0,159.0,2021
1617,Kenny McLean,MF,Norwich City,eng Premier League,33.0,1,30.0,1.5,78.4,2.2,131.0,19.0,141.0,,,,,,,,,,,,,,,,,,,59.0,31.0,47.0,24.0,72.0,2028.0,27.0,34.0,138.0,42.0,5.0,87.0,279.0,2021
1618,Dwight McNeil,MF,Burnley,eng Premier League,37.1,2,48.0,2.1,68.4,6.6,91.0,41.0,72.0,,,,,,,,,,,,,,,,,,,103.0,28.0,71.0,24.0,79.0,1700.0,51.0,80.0,219.0,84.0,10.0,27.0,291.0,2021
1619,Scott McTominay,MF,Manchester Utd,eng Premier League,19.7,4,30.0,1.5,82.0,0.7,88.0,11.0,82.0,,,,,,,,,,,,,,,,,,,34.0,31.0,39.0,23.0,73.0,1289.0,23.0,31.0,84.0,27.0,1.0,42.0,166.0,2021
1620,Biagio Meccariello,DF,Lecce,it Serie A,8.5,1,5.0,0.2,84.9,0.1,15.0,2.0,20.0,,,,,,,,,,,,,,,,,,,13.0,15.0,19.0,10.0,33.0,490.0,11.0,6.0,22.0,5.0,3.0,12.0,42.0,2021
1621,Gary Medel,MF,Bologna,it Serie A,19.8,0,5.0,0.4,90.7,0.5,93.0,2.0,80.0,,,,,,,,,,,,,,,,,,,32.0,22.0,33.0,17.0,51.0,1256.0,2.0,12.0,63.0,12.0,1.0,27.0,143.0,2021
1622,Ben Mee,DF,Burnley,eng Premier League,32.0,1,18.0,1.7,74.7,0.7,59.0,1.0,53.0,,,,,,,,,,,,,,,,,,,21.0,16.0,64.0,22.0,57.0,1609.0,38.0,6.0,19.0,1.0,0.0,143.0,72.0,2021
1623,Joshua Mees,"MF,FW",Union Berlin,de Bundesliga,3.6,0,9.0,0.5,69.1,0.1,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,0.0,6.0,122.0,14.0,0.0,8.0,3.0,1.0,9.0,13.0,2021
1624,Admir Mehmedi,"MF,FW",Wolfsburg,de Bundesliga,13.3,2,23.0,1.7,71.8,1.4,40.0,17.0,46.0,,,,,,,,,,,,,,,,,,,32.0,5.0,16.0,2.0,16.0,711.0,41.0,7.0,49.0,14.0,6.0,23.0,95.0,2021
1625,Soualiho Meite,MF,Torino,it Serie A,24.5,0,22.0,0.8,82.2,1.2,74.0,24.0,67.0,,,,,,,,,,,,,,,,,,,46.0,34.0,45.0,19.0,66.0,1213.0,37.0,63.0,133.0,43.0,5.0,60.0,200.0,2021
1626,Farid El Melali,"MF,FW",Angers,fr Ligue 1,3.4,3,6.0,0.9,68.0,0.0,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,8.0,6.0,10.0,6.0,19.0,181.0,11.0,9.0,20.0,3.0,4.0,2.0,28.0,2021
1627,Oscar Melendo,"MF,FW",Espanyol,es La Liga,12.4,0,3.0,0.1,82.5,0.4,28.0,14.0,30.0,,,,,,,,,,,,,,,,,,,28.0,6.0,11.0,2.0,11.0,461.0,11.0,9.0,56.0,12.0,2.0,7.0,86.0,2021
