,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+,Season
1628,Gonzalo Melero,MF,Levante,es La Liga,13.7,2,17.0,1.6,83.6,0.8,39.0,9.0,55.0,,,,,,,,,,,,,,,,,,,19.0,16.0,18.0,7.0,35.0,703.0,26.0,12.0,47.0,12.0,4.0,23.0,102.0,2021
1629,Arthur Melo,MF,Barcelona,es La Liga,13.1,3,8.0,1.3,90.7,1.2,101.0,12.0,54.0,,,,,,,,,,,,,,,,,,,28.0,13.0,10.0,6.0,23.0,1183.0,16.0,29.0,121.0,46.0,5.0,1.0,175.0,2021
1630,Pedro Mendes,DF,Montpellier,fr Ligue 1,15.3,1,9.0,1.0,82.3,0.1,58.0,2.0,71.0,,,,,,,,,,,,,,,,,,,5.0,29.0,24.0,14.0,52.0,867.0,11.0,6.0,55.0,10.0,1.0,18.0,126.0,2021
1631,Thiago Mendes,MF,Lyon,fr Ligue 1,20.1,0,26.0,1.2,86.4,1.6,117.0,20.0,96.0,,,,,,,,,,,,,,,,,,,42.0,31.0,34.0,25.0,72.0,1429.0,11.0,15.0,65.0,19.0,0.0,17.0,161.0,2021
1632,Brais Mendez,"MF,FW",Celta Vigo,es La Liga,16.4,0,24.0,1.5,75.7,1.1,52.0,17.0,65.0,,,,,,,,,,,,,,,,,,,36.0,13.0,19.0,5.0,27.0,907.0,41.0,25.0,79.0,27.0,8.0,25.0,144.0,2021
1633,Edgar Mendez,"MF,FW",Alaves,es La Liga,9.6,1,9.0,0.5,68.0,0.6,11.0,8.0,16.0,,,,,,,,,,,,,,,,,,,13.0,8.0,18.0,3.0,18.0,317.0,17.0,12.0,27.0,6.0,4.0,13.0,43.0,2021
1634,Stiven Mendoza,"FW,MF",Amiens,fr Ligue 1,12.2,5,23.0,3.5,70.4,0.4,27.0,9.0,35.0,,,,,,,,,,,,,,,,,,,22.0,11.0,21.0,7.0,25.0,574.0,33.0,27.0,72.0,28.0,8.0,8.0,107.0,2021
1635,Alexandre Mendy,"FW,MF",Brest,fr Ligue 1,10.0,3,29.0,2.9,73.3,0.4,4.0,3.0,8.0,,,,,,,,,,,,,,,,,,,17.0,2.0,6.0,0.0,4.0,266.0,49.0,8.0,17.0,4.0,8.0,31.0,25.0,2021
1636,Benjamin Mendy,DF,Manchester City,eng Premier League,16.6,0,10.0,0.3,86.2,1.3,55.0,38.0,115.0,,,,,,,,,,,,,,,,,,,36.0,17.0,21.0,7.0,29.0,1419.0,11.0,23.0,143.0,46.0,4.0,17.0,258.0,2021
1637,Edouard Mendy,GK,Rennes,fr Ligue 1,24.0,0,0.0,0.0,73.9,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,844.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
1638,Ferland Mendy,DF,Real Madrid,es La Liga,20.1,1,7.0,0.5,85.2,2.1,39.0,24.0,69.0,,,,,,,,,,,,,,,,,,,42.0,16.0,38.0,17.0,48.0,1489.0,39.0,52.0,135.0,37.0,13.0,23.0,204.0,2021
1639,Nampalys Mendy,MF,Leicester City,eng Premier League,3.2,0,1.0,0.0,91.5,0.1,22.0,1.0,10.0,,,,,,,,,,,,,,,,,,,9.0,4.0,5.0,4.0,11.0,246.0,1.0,2.0,15.0,7.0,0.0,5.0,25.0,2021
1640,Hamza Mendyl,DF,Dijon,fr Ligue 1,16.0,1,10.0,0.6,78.1,1.2,32.0,10.0,48.0,,,,,,,,,,,,,,,,,,,22.0,27.0,35.0,20.0,79.0,1066.0,21.0,26.0,94.0,40.0,4.0,6.0,142.0,2021
1641,Chris Mepham,DF,Bournemouth,eng Premier League,10.1,1,6.0,0.7,85.7,0.1,16.0,0.0,23.0,,,,,,,,,,,,,,,,,,,3.0,14.0,20.0,12.0,35.0,626.0,11.0,2.0,22.0,3.0,1.0,36.0,45.0,2021
1642,Levent Mercan,"MF,FW",Schalke 04,de Bundesliga,0.8,0,1.0,0.0,73.3,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,42.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2021
1643,Jorge Mere,DF,Koln,de Bundesliga,6.9,1,3.0,0.7,88.7,0.1,25.0,0.0,28.0,,,,,,,,,,,,,,,,,,,4.0,5.0,15.0,5.0,13.0,470.0,3.0,0.0,16.0,1.0,0.0,10.0,44.0,2021
1644,Alex Meret,GK,Napoli,it Serie A,21.7,0,0.0,0.0,84.5,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1645,Fran Merida,MF,Osasuna,es La Liga,12.9,0,13.0,0.3,75.5,0.3,83.0,10.0,80.0,,,,,,,,,,,,,,,,,,,23.0,14.0,20.0,15.0,41.0,904.0,12.0,24.0,58.0,13.0,1.0,10.0,138.0,2021
1646,Mikel Merino,MF,Real Sociedad,es La Liga,34.9,5,44.0,2.8,77.0,2.1,204.0,35.0,226.0,,,,,,,,,,,,,,,,,,,80.0,63.0,58.0,34.0,116.0,2407.0,63.0,34.0,157.0,50.0,4.0,158.0,383.0,2021
1647,Sabin Merino,FW,Leganes,es La Liga,0.9,0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,28.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2021
1648,Yldrm Mert Cetin,DF,Roma,it Serie A,2.9,0,3.0,0.3,93.3,0.0,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,3.0,7.0,2.0,7.0,165.0,4.0,3.0,4.0,2.0,0.0,6.0,6.0,2021
1649,Dries Mertens,FW,Napoli,it Serie A,18.8,9,75.0,5.2,75.2,6.3,39.0,33.0,63.0,,,,,,,,,,,,,,,,,,,97.0,20.0,17.0,3.0,26.0,909.0,125.0,26.0,119.0,28.0,23.0,3.0,182.0,2021
1650,Roque Mesa,MF,Leganes,es La Liga,22.4,1,26.0,1.4,80.0,2.5,95.0,24.0,87.0,,,,,,,,,,,,,,,,,,,54.0,29.0,32.0,7.0,52.0,1152.0,24.0,32.0,138.0,48.0,5.0,6.0,225.0,2021
1651,Lionel Messi,"FW,MF",Barcelona,es La Liga,32.0,25,154.0,15.4,79.4,15.3,208.0,126.0,319.0,,,,,,,,,,,,,,,,,,,219.0,10.0,7.0,4.0,18.0,2615.0,217.0,183.0,479.0,172.0,48.0,6.0,798.0,2021
1652,Thomas Meunier,DF,Paris S-G,fr Ligue 1,13.8,0,4.0,0.4,83.5,1.9,42.0,18.0,55.0,,,,,,,,,,,,,,,,,,,25.0,16.0,30.0,11.0,39.0,1040.0,36.0,9.0,113.0,36.0,7.0,14.0,168.0,2021
1653,Mexer,DF,Bordeaux,fr Ligue 1,16.5,0,9.0,0.5,81.9,0.3,36.0,2.0,36.0,,,,,,,,,,,,,,,,,,,9.0,15.0,25.0,12.0,34.0,1247.0,8.0,11.0,52.0,8.0,0.0,44.0,88.0,2021
1654,Max Meyer,"MF,FW",Crystal Palace,eng Premier League,7.3,0,9.0,0.6,75.1,0.7,12.0,8.0,16.0,,,,,,,,,,,,,,,,,,,11.0,8.0,13.0,4.0,21.0,300.0,23.0,4.0,27.0,12.0,3.0,3.0,43.0,2021
1655,Kingsley Michael,MF,Bologna,it Serie A,0.8,0,0.0,0.0,87.9,0.1,6.0,0.0,4.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,63.0,2.0,0.0,8.0,1.0,0.0,3.0,12.0,2021
1656,Michel,MF,Valladolid,es La Liga,24.2,1,11.0,0.5,78.1,2.2,94.0,19.0,91.0,,,,,,,,,,,,,,,,,,,57.0,32.0,35.0,27.0,74.0,1613.0,13.0,18.0,80.0,12.0,3.0,16.0,171.0,2021
1657,Sven Michel,FW,Paderborn 07,de Bundesliga,15.3,5,43.0,5.9,63.3,1.4,15.0,7.0,27.0,,,,,,,,,,,,,,,,,,,41.0,7.0,18.0,2.0,19.0,624.0,71.0,24.0,44.0,13.0,8.0,28.0,71.0,2021
1658,Miguel,FW,Valladolid,es La Liga,2.6,0,2.0,0.0,51.2,0.6,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,2.0,72.0,8.0,4.0,6.0,2.0,3.0,6.0,7.0,2021
1659,Florian Miguel,DF,Nimes,fr Ligue 1,22.8,1,17.0,1.3,74.1,0.9,57.0,18.0,59.0,,,,,,,,,,,,,,,,,,,30.0,32.0,32.0,27.0,80.0,1239.0,29.0,13.0,86.0,24.0,7.0,35.0,145.0,2021
1660,Georges Mikautadze,FW,Metz,fr Ligue 1,0.1,0,1.0,0.0,66.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2021
1661,Nikola Milenkovic,DF,Fiorentina,it Serie A,36.2,5,29.0,2.9,88.6,0.2,88.0,6.0,98.0,,,,,,,,,,,,,,,,,,,21.0,48.0,61.0,20.0,88.0,2115.0,34.0,7.0,128.0,30.0,1.0,83.0,226.0,2021
1662,Arkadiusz Milik,FW,Napoli,it Serie A,19.4,11,67.0,10.2,82.9,2.1,21.0,10.0,21.0,,,,,,,,,,,,,,,,,,,47.0,9.0,13.0,1.0,17.0,663.0,105.0,15.0,40.0,13.0,7.0,36.0,61.0,2021
1663,Sergej Milinkovic-Savic,MF,Lazio,it Serie A,33.7,7,84.0,6.8,77.4,4.7,131.0,51.0,173.0,,,,,,,,,,,,,,,,,,,103.0,59.0,82.0,25.0,107.0,2269.0,135.0,42.0,153.0,58.0,8.0,120.0,326.0,2021
1664,Eder Militao,DF,Real Madrid,es La Liga,11.4,0,3.0,0.1,87.7,0.0,20.0,3.0,19.0,,,,,,,,,,,,,,,,,,,4.0,14.0,14.0,14.0,37.0,803.0,4.0,1.0,22.0,5.0,0.0,39.0,41.0,2021
1665,Luka Milivojevic,MF,Crystal Palace,eng Premier League,27.9,3,29.0,1.0,77.1,1.8,104.0,9.0,104.0,,,,,,,,,,,,,,,,,,,46.0,37.0,47.0,27.0,87.0,1784.0,11.0,11.0,59.0,16.0,1.0,31.0,163.0,2021
1666,Vincenzo Millico,"MF,FW",Torino,it Serie A,2.4,0,6.0,0.2,70.6,0.3,2.0,5.0,5.0,,,,,,,,,,,,,,,,,,,6.0,1.0,4.0,0.0,1.0,114.0,9.0,6.0,28.0,5.0,4.0,0.0,33.0,2021
1667,James Milner,"MF,DF",Liverpool,eng Premier League,10.4,2,10.0,0.6,85.9,0.7,68.0,11.0,64.0,,,,,,,,,,,,,,,,,,,23.0,10.0,15.0,7.0,24.0,874.0,12.0,9.0,53.0,19.0,1.0,16.0,117.0,2021
1668,Santi Mina,"FW,MF",Celta Vigo,es La Liga,21.6,6,48.0,5.6,70.8,2.4,38.0,18.0,54.0,,,,,,,,,,,,,,,,,,,49.0,8.0,24.0,11.0,25.0,996.0,82.0,11.0,70.0,23.0,8.0,88.0,124.0,2021
1669,Yerry Mina,DF,Everton,eng Premier League,25.4,2,30.0,2.5,85.5,0.2,50.0,1.0,61.0,,,,,,,,,,,,,,,,,,,15.0,20.0,37.0,15.0,58.0,1573.0,51.0,3.0,75.0,7.0,0.0,112.0,136.0,2021
1670,Takumi Minamino,"FW,MF",Liverpool,eng Premier League,2.8,0,9.0,1.4,88.3,0.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,0.0,4.0,156.0,20.0,4.0,14.0,3.0,1.0,5.0,19.0,2021
1671,Tyrone Mings,DF,Aston Villa,eng Premier League,32.2,2,9.0,1.1,79.1,0.7,65.0,4.0,50.0,,,,,,,,,,,,,,,,,,,13.0,17.0,72.0,20.0,45.0,1694.0,24.0,11.0,48.0,9.0,1.0,66.0,98.0,2021
1672,Jorge Miramon,DF,Levante,es La Liga,27.0,0,9.0,0.2,78.7,2.2,57.0,20.0,83.0,,,,,,,,,,,,,,,,,,,37.0,32.0,65.0,40.0,103.0,1542.0,27.0,22.0,117.0,36.0,5.0,22.0,200.0,2021
1673,Juan Miranda,DF,Schalke 04,de Bundesliga,8.7,0,5.0,0.1,74.5,0.8,23.0,13.0,44.0,,,,,,,,,,,,,,,,,,,19.0,7.0,28.0,4.0,19.0,510.0,6.0,3.0,34.0,12.0,2.0,9.0,78.0,2021
1674,Antonio Mirante,GK,Roma,it Serie A,5.0,0,0.0,0.0,81.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,192.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
1675,Simone Missiroli,MF,SPAL,it Serie A,31.1,1,13.0,1.2,84.8,0.9,129.0,15.0,127.0,,,,,,,,,,,,,,,,,,,40.0,28.0,52.0,37.0,89.0,1746.0,18.0,25.0,99.0,44.0,5.0,57.0,226.0,2021
1676,Tyrick Mitchell,DF,Crystal Palace,eng Premier League,2.2,0,0.0,0.0,80.7,0.2,8.0,3.0,10.0,,,,,,,,,,,,,,,,,,,5.0,2.0,6.0,1.0,7.0,142.0,2.0,1.0,9.0,4.0,0.0,1.0,19.0,2021
1677,Stefan Mitrovic,DF,Strasbourg,fr Ligue 1,22.8,1,4.0,0.2,90.6,0.4,23.0,1.0,29.0,,,,,,,,,,,,,,,,,,,8.0,15.0,34.0,10.0,30.0,1132.0,18.0,0.0,38.0,0.0,0.0,53.0,67.0,2021
1678,Maximilian Mittelstadt,"DF,FW",Hertha BSC,de Bundesliga,21.0,1,22.0,0.9,72.4,1.6,68.0,22.0,88.0,,,,,,,,,,,,,,,,,,,35.0,35.0,67.0,32.0,98.0,1451.0,29.0,19.0,111.0,36.0,10.0,44.0,199.0,2021
1679,Henrikh Mkhitaryan,FW,Arsenal,eng Premier League,1.2,0,2.0,0.3,75.3,0.2,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,1.0,1.0,98.0,18.0,2.0,9.0,6.0,1.0,2.0,15.0,2021
1680,Henrikh Mkhitaryan,"FW,MF",Roma,it Serie A,17.0,9,43.0,6.6,83.7,3.2,34.0,24.0,65.0,,,,,,,,,,,,,,,,,,,70.0,28.0,27.0,9.0,49.0,915.0,67.0,21.0,110.0,51.0,9.0,6.0,175.0,2021
1681,Anthony Modeste,"FW,MF",Koln,de Bundesliga,12.6,4,34.0,3.6,55.5,1.0,8.0,5.0,19.0,,,,,,,,,,,,,,,,,,,13.0,6.0,6.0,2.0,12.0,367.0,48.0,9.0,14.0,2.0,5.0,61.0,33.0,2021
1682,Luka Modric,MF,Real Madrid,es La Liga,22.2,3,30.0,2.1,86.5,3.3,123.0,31.0,122.0,,,,,,,,,,,,,,,,,,,89.0,17.0,22.0,15.0,49.0,1696.0,41.0,40.0,165.0,46.0,7.0,11.0,287.0,2021
1683,Kevin Mohwald,MF,Werder Bremen,de Bundesliga,0.8,0,5.0,0.1,85.4,0.0,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,2.0,50.0,1.0,0.0,4.0,2.0,0.0,0.0,6.0,2021
1684,Niklas Moisander,DF,Werder Bremen,de Bundesliga,22.0,0,16.0,1.7,87.0,0.2,97.0,8.0,113.0,,,,,,,,,,,,,,,,,,,22.0,24.0,44.0,29.0,66.0,1778.0,23.0,13.0,126.0,22.0,1.0,28.0,239.0,2021
1685,Jorge Molina,FW,Getafe,es La Liga,21.0,5,30.0,4.0,66.8,3.3,27.0,19.0,54.0,,,,,,,,,,,,,,,,,,,60.0,6.0,13.0,4.0,13.0,837.0,96.0,22.0,59.0,15.0,14.0,73.0,113.0,2021
1686,Florent Mollet,MF,Montpellier,fr Ligue 1,18.7,6,47.0,2.7,77.8,4.0,68.0,13.0,64.0,,,,,,,,,,,,,,,,,,,67.0,5.0,19.0,8.0,18.0,1068.0,39.0,15.0,87.0,19.0,8.0,14.0,151.0,2021
1687,Jon Moncayola,"MF,DF",Osasuna,es La Liga,16.6,1,14.0,0.7,76.8,0.3,37.0,6.0,40.0,,,,,,,,,,,,,,,,,,,22.0,31.0,40.0,7.0,62.0,831.0,9.0,11.0,23.0,7.0,1.0,24.0,63.0,2021
1688,Gabriele Moncini,"FW,MF",SPAL,it Serie A,1.7,0,3.0,0.5,73.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,1.0,36.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,2021
1689,Thomas Monconduit,MF,Amiens,fr Ligue 1,15.2,0,11.0,0.3,77.0,0.6,66.0,4.0,68.0,,,,,,,,,,,,,,,,,,,15.0,14.0,16.0,12.0,35.0,861.0,9.0,11.0,68.0,22.0,1.0,23.0,136.0,2021
1690,Nacho Monreal,DF,Arsenal,eng Premier League,3.0,0,1.0,0.1,90.5,0.3,8.0,1.0,7.0,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,8.0,231.0,5.0,1.0,14.0,4.0,2.0,7.0,21.0,2021
1691,Nacho Monreal,DF,Real Sociedad,es La Liga,26.6,2,16.0,2.3,82.3,1.1,50.0,25.0,84.0,,,,,,,,,,,,,,,,,,,28.0,24.0,58.0,23.0,63.0,1640.0,47.0,10.0,74.0,35.0,2.0,61.0,158.0,2021
1692,Joan Monterde,MF,Levante,es La Liga,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2021
1693,Ilario Monterisi,DF,Lecce,it Serie A,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2021
1694,Angel Montoro,MF,Granada,es La Liga,10.8,2,14.0,1.2,76.0,1.2,62.0,11.0,55.0,,,,,,,,,,,,,,,,,,,36.0,11.0,20.0,8.0,25.0,683.0,13.0,6.0,44.0,12.0,5.0,4.0,99.0,2021
1695,Martin Montoya,DF,Brighton,eng Premier League,21.1,0,8.0,1.3,80.2,1.4,41.0,34.0,90.0,,,,,,,,,,,,,,,,,,,38.0,28.0,41.0,17.0,66.0,1485.0,41.0,19.0,122.0,44.0,9.0,27.0,212.0,2021
1696,Simon Moore,GK,Sheffield Utd,eng Premier League,2.0,0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1697,Aaron Mooy,"MF,FW",Brighton,eng Premier League,23.2,2,33.0,2.0,76.7,3.4,80.0,31.0,96.0,,,,,,,,,,,,,,,,,,,70.0,31.0,48.0,18.0,61.0,1359.0,42.0,37.0,142.0,54.0,9.0,14.0,238.0,2021
1698,Wesley Moraes,FW,Aston Villa,eng Premier League,19.8,5,35.0,4.2,73.5,0.8,21.0,2.0,12.0,,,,,,,,,,,,,,,,,,,27.0,10.0,18.0,5.0,19.0,599.0,96.0,14.0,34.0,10.0,7.0,58.0,46.0,2021
1699,Alfredo Morales,MF,Dusseldorf,de Bundesliga,19.2,1,21.0,1.0,71.9,0.7,41.0,10.0,59.0,,,,,,,,,,,,,,,,,,,34.0,26.0,40.0,17.0,52.0,835.0,39.0,23.0,37.0,16.0,1.0,78.0,96.0,2021
1700,Alvaro Morata,FW,Atletico Madrid,es La Liga,23.3,12,64.0,10.8,66.9,3.6,18.0,16.0,29.0,,,,,,,,,,,,,,,,,,,55.0,15.0,17.0,4.0,23.0,850.0,133.0,19.0,68.0,30.0,10.0,116.0,97.0,2021
1701,Jan Moravek,MF,Augsburg,de Bundesliga,5.3,0,2.0,0.1,77.7,0.4,10.0,2.0,12.0,,,,,,,,,,,,,,,,,,,8.0,14.0,6.0,10.0,30.0,247.0,3.0,9.0,11.0,3.0,0.0,3.0,23.0,2021
1702,Steven Moreira,DF,Toulouse,fr Ligue 1,15.4,0,6.0,0.2,77.9,1.4,36.0,13.0,41.0,,,,,,,,,,,,,,,,,,,24.0,27.0,26.0,12.0,54.0,873.0,6.0,11.0,64.0,19.0,1.0,8.0,105.0,2021
1703,Jeremy Morel,DF,Rennes,fr Ligue 1,20.1,1,13.0,1.0,83.4,0.4,54.0,6.0,56.0,,,,,,,,,,,,,,,,,,,16.0,16.0,33.0,16.0,39.0,1175.0,14.0,7.0,58.0,14.0,2.0,32.0,114.0,2021
1704,Alberto Moreno,DF,Villarreal,es La Liga,16.3,0,9.0,0.7,85.7,0.6,36.0,16.0,54.0,,,,,,,,,,,,,,,,,,,19.0,21.0,34.0,11.0,44.0,1159.0,32.0,11.0,79.0,29.0,8.0,16.0,133.0,2021
1705,Alex Moreno,DF,Betis,es La Liga,25.2,0,25.0,2.3,78.5,2.0,40.0,28.0,70.0,,,,,,,,,,,,,,,,,,,58.0,24.0,47.0,17.0,57.0,1622.0,90.0,48.0,184.0,59.0,34.0,19.0,254.0,2021
1706,Gerard Moreno,"FW,MF",Villarreal,es La Liga,30.5,18,85.0,11.9,72.3,6.6,67.0,41.0,89.0,,,,,,,,,,,,,,,,,,,95.0,14.0,30.0,8.0,25.0,1447.0,150.0,61.0,148.0,37.0,21.0,54.0,237.0,2021
1707,Mateu Morey,"DF,FW",Dortmund,de Bundesliga,2.2,0,2.0,0.6,84.2,0.4,6.0,0.0,9.0,,,,,,,,,,,,,,,,,,,3.0,4.0,10.0,2.0,7.0,192.0,2.0,4.0,25.0,6.0,0.0,1.0,34.0,2021
1708,Wes Morgan,DF,Leicester City,eng Premier League,4.8,0,3.0,0.1,92.4,0.0,3.0,0.0,8.0,,,,,,,,,,,,,,,,,,,6.0,4.0,6.0,2.0,7.0,288.0,4.0,2.0,5.0,0.0,0.0,15.0,13.0,2021
1709,Manu Morlanes,"MF,FW",Villarreal,es La Liga,2.8,0,0.0,0.0,92.2,0.5,21.0,5.0,19.0,,,,,,,,,,,,,,,,,,,8.0,5.0,1.0,2.0,8.0,207.0,1.0,3.0,14.0,7.0,0.0,1.0,33.0,2021
1710,Raul Moro,DF,Lazio,it Serie A,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1711,Loren Moron,FW,Betis,es La Liga,22.6,10,49.0,7.9,70.2,2.6,21.0,8.0,29.0,,,,,,,,,,,,,,,,,,,36.0,10.0,31.0,6.0,21.0,576.0,87.0,20.0,39.0,14.0,8.0,30.0,68.0,2021
1712,Leonardo Morosini,"FW,DF",Brescia,it Serie A,0.3,0,0.0,0.0,75.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2021
1713,Ravel Morrison,MF,Sheffield Utd,eng Premier League,0.1,0,1.0,0.0,66.7,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2021
1714,Victor Moses,DF,Inter,it Serie A,4.7,0,5.0,0.2,78.6,2.1,13.0,9.0,32.0,,,,,,,,,,,,,,,,,,,23.0,3.0,4.0,2.0,8.0,325.0,24.0,12.0,51.0,10.0,10.0,3.0,83.0,2021
1715,Lebo Mothiba,FW,Strasbourg,fr Ligue 1,11.6,3,27.0,5.6,82.3,1.5,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,21.0,2.0,12.0,4.0,7.0,364.0,49.0,20.0,27.0,6.0,10.0,26.0,37.0,2021
1716,Harold Moukoudi,DF,Saint-Etienne,fr Ligue 1,11.0,0,3.0,0.2,87.1,0.0,23.0,1.0,26.0,,,,,,,,,,,,,,,,,,,1.0,19.0,21.0,11.0,40.0,699.0,3.0,10.0,26.0,4.0,0.0,37.0,52.0,2021
1717,Jessy Moulin,GK,Saint-Etienne,fr Ligue 1,5.0,0,0.0,0.0,59.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1718,Mason Mount,"MF,FW",Chelsea,eng Premier League,31.9,7,78.0,7.2,80.9,4.6,105.0,34.0,104.0,,,,,,,,,,,,,,,,,,,117.0,31.0,26.0,14.0,62.0,1757.0,147.0,47.0,204.0,73.0,28.0,14.0,308.0,2021
1719,Lucas Moura,"FW,MF",Tottenham,eng Premier League,24.9,4,56.0,5.9,72.7,2.4,43.0,32.0,77.0,,,,,,,,,,,,,,,,,,,87.0,33.0,40.0,14.0,67.0,1190.0,85.0,71.0,147.0,59.0,18.0,57.0,224.0,2021
1720,Lys Mousset,FW,Sheffield Utd,eng Premier League,13.8,6,35.0,4.9,73.6,2.5,9.0,5.0,12.0,,,,,,,,,,,,,,,,,,,26.0,4.0,10.0,4.0,15.0,431.0,80.0,34.0,49.0,10.0,14.0,13.0,61.0,2021
1721,Wesley Moustache,DF,Nantes,fr Ligue 1,0.5,0,0.0,0.0,74.1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021
1722,Joao Moutinho,MF,Wolves,eng Premier League,34.5,1,22.0,0.8,79.8,6.1,157.0,33.0,160.0,,,,,,,,,,,,,,,,,,,112.0,54.0,64.0,28.0,120.0,2294.0,11.0,21.0,162.0,29.0,0.0,18.0,322.0,2021
1723,Samuel Moutoussamy,"DF,FW",Nantes,fr Ligue 1,5.8,0,4.0,0.4,81.8,0.6,20.0,2.0,27.0,,,,,,,,,,,,,,,,,,,13.0,2.0,9.0,2.0,8.0,380.0,11.0,7.0,35.0,16.0,2.0,1.0,62.0,2021
1724,Toni Moya,MF,Atletico Madrid,es La Liga,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
1725,Javi Moyano,DF,Valladolid,es La Liga,24.7,0,6.0,0.4,73.5,0.8,41.0,9.0,67.0,,,,,,,,,,,,,,,,,,,31.0,15.0,41.0,16.0,45.0,1273.0,14.0,19.0,65.0,16.0,3.0,42.0,132.0,2021
1726,Nordi Mukiele,DF,RB Leipzig,de Bundesliga,19.8,3,21.0,2.4,77.7,1.3,58.0,20.0,96.0,,,,,,,,,,,,,,,,,,,37.0,38.0,37.0,29.0,95.0,1571.0,50.0,12.0,97.0,27.0,6.0,49.0,193.0,2021
1727,Mert Muldur,DF,Sassuolo,it Serie A,14.1,2,13.0,0.9,84.5,1.1,43.0,12.0,52.0,,,,,,,,,,,,,,,,,,,31.0,29.0,29.0,11.0,56.0,987.0,33.0,24.0,95.0,36.0,10.0,12.0,147.0,2021
